,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
10043,146.0,0.0,169.5,93.0,28.82,230.9,99.0,19.63,269.8,115.0,12.14,9.0,7.0,2.43,2.0
10044,138.0,17.0,225.2,116.0,38.28,173.4,88.0,14.74,145.8,99.0,6.56,11.7,3.8,3.16,0.0
10045,102.0,0.0,174.5,79.6,29.67,213.7,114.0,15.216,164.7,116.0,7.41,10.3,5.0,2.78,4.0
10046,76.0,0.0,129.7,84.0,22.05,177.5,80.0,14.5,228.9,87.0,10.3,8.7,3.0,2.03,5.0
10047,99.0,0.0,200.0,66.0,34.0,107.9,104.0,9.17,233.7,82.0,10.52,11.4,2.0,3.08,3.0
10048,83.0,36.0,95.9,87.0,16.3,206.9,105.0,19.417999999999996,228.6,109.0,10.29,13.3,4.0,3.59,0.0
10049,36.0,25.0,213.11999999999998,110.0,25.98,242.8,67.0,20.64,196.44,74.0,8.84,9.1,2.0,2.46,1.0
10050,70.0,0.0,129.9,102.0,22.08,208.7,133.0,15.467999999999998,231.4,93.0,10.41,14.3,3.0,3.86,1.0
10051,109.0,0.0,268.4,85.0,45.63,150.6,131.0,13.278,297.9,84.0,13.41,9.7,8.0,2.62,2.0
10052,100.0,0.0,188.5,152.0,32.05,148.3,115.0,12.61,179.8,88.0,8.166,15.2,5.0,4.1,2.0
10053,104.0,0.0,170.08,97.0,29.0,162.1,111.0,13.78,210.7,131.0,9.48,6.1,1.0,1.65,1.0
10054,106.0,0.0,191.4,124.0,32.54,200.7,116.0,16.588,230.1,76.0,10.35,8.2,3.0,2.21,1.0
10055,84.0,0.0,75.3,96.0,12.8,179.9,113.0,15.29,193.8,134.0,8.72,12.3,1.0,3.32,1.0
10056,80.0,0.0,149.8,104.6,25.47,276.3,90.6,23.49,241.4,75.0,10.86,10.9,7.0,2.94,2.0
10057,100.0,0.0,115.9,91.0,19.7,111.3,56.0,9.46,170.2,77.0,7.66,7.1,4.0,1.92,1.0
10058,99.0,0.0,128.8,86.0,21.9,203.9,105.0,17.33,282.6,131.0,12.72,14.1,4.0,3.024,2.0
10059,50.0,0.0,131.7,108.0,22.39,216.5,103.0,18.4,196.1,102.4,8.82,11.0,5.0,2.97,1.0
10060,105.0,0.0,101.4,48.0,17.24,159.1,119.0,13.52,259.2,53.0,11.66,12.2,2.0,3.29,1.0
10061,113.0,23.0,149.0,104.0,25.33,235.8,67.0,20.04,201.8,76.0,9.08,9.5,5.0,2.57,4.0
10062,111.0,13.6,96.8,123.0,16.46,170.6,105.0,14.5,166.0,85.0,7.47,13.4,5.2,3.62,2.0
10063,161.0,0.0,107.5,121.0,18.28,256.4,46.0,21.79,247.2,131.0,11.12,12.6,3.0,3.4,2.0
10064,70.0,0.0,232.8,95.0,39.58,303.4,96.8,21.22,224.48000000000002,104.0,11.5,11.5,7.0,3.48,0.0
10065,97.0,28.4,121.1,105.0,20.59,260.2,115.0,20.464000000000002,222.4,100.0,10.01,8.3,5.0,2.24,3.0
10066,130.0,0.0,164.18,70.0,26.992,270.7,99.0,23.01,239.5,83.0,10.78,3.5,6.0,0.95,0.0
10067,92.0,0.0,157.7,101.0,26.81,298.6,100.0,25.38,216.9,99.0,9.76,13.8,3.0,3.73,1.0
10068,119.0,3.2,124.3,68.0,24.222,207.1,88.0,16.72,173.26,93.0,7.08,14.8,1.0,4.0,0.0
10069,115.0,0.0,286.4,125.0,39.962,205.7,99.0,17.48,191.4,141.0,8.61,6.9,6.0,1.86,1.0
10070,134.0,0.0,141.7,95.0,24.09,205.6,101.0,17.48,218.5,60.0,9.83,8.8,6.0,2.38,0.0
10071,127.0,25.0,173.0,91.0,29.41,245.8,80.8,19.436,263.62,99.0,13.5,4.8,3.4,1.3,0.0
10072,80.0,5.4,268.7,120.0,45.68,301.0,147.0,25.59,167.0,140.0,7.52,5.8,1.0,1.57,2.0
10073,153.0,31.0,218.5,130.0,37.15,134.2,103.0,11.41,118.9,105.0,5.35,10.9,6.0,2.54,0.0
10074,85.0,0.0,255.3,114.0,43.4,194.6,83.0,16.54,276.6,78.0,12.45,3.7,5.0,1.0,3.0
10075,79.0,0.0,41.9,124.0,7.12,211.0,95.0,17.94,237.9,55.0,10.71,10.919999999999998,5.0,3.08,1.0
10076,35.0,0.0,231.96000000000004,87.0,44.34,258.1,78.0,21.94,131.3,123.0,5.91,5.8,2.0,1.57,1.0
10077,120.0,26.0,239.4,94.0,40.7,232.71999999999997,88.0,22.05,238.0,132.0,10.71,7.7,3.0,2.08,0.0
10078,68.0,0.0,226.7,94.0,38.54,168.4,129.0,12.414,188.7,117.0,8.49,10.2,1.0,2.75,0.0
10079,60.0,0.0,179.3,114.2,30.48,208.9,89.0,17.47,248.2,98.0,11.17,13.5,6.0,3.65,1.0
10080,120.0,0.0,158.0,110.0,25.174,186.64000000000001,103.0,16.75,154.9,132.0,6.97,10.0,5.0,2.7,1.0
10081,71.0,23.0,175.7,82.0,29.87,258.9,136.0,22.01,268.4,154.0,12.08,14.1,5.6,3.81,1.0
10082,124.0,0.0,157.4,107.0,26.76,167.8,112.0,14.26,188.8,102.0,8.5,8.8,3.0,2.38,3.0
10083,23.0,0.0,113.1,88.0,19.23,168.8,103.0,15.646,262.9,126.0,11.83,6.9,2.0,1.86,1.0
10084,225.0,0.0,182.7,142.0,31.06,246.5,63.0,20.95,218.0,103.0,9.81,8.8,2.0,2.38,1.0
10085,181.0,0.0,161.3,83.0,27.42,124.4,75.4,10.959999999999999,262.0,98.0,11.79,14.1,5.2,3.81,0.0
10086,63.0,0.0,142.5,92.0,24.23,204.28,102.0,17.71,200.97999999999996,120.0,10.3,7.5,2.0,2.782,2.0
10087,54.0,0.0,190.5,108.0,32.39,259.7,108.0,17.342000000000002,141.5,111.0,6.518000000000001,9.7,2.0,2.62,2.0
10088,80.0,15.0,192.12,110.0,27.08,170.6,120.0,14.5,141.2,82.0,6.35,11.9,5.0,3.21,1.0
10089,118.0,39.0,179.48,106.0,26.15,123.3,111.0,10.48,117.8,103.0,5.3,9.2,6.0,2.48,1.0
10090,42.0,0.0,180.7,127.0,30.72,174.6,86.2,14.235999999999999,165.3,114.0,7.44,12.0,4.4,3.24,2.0
10091,134.0,0.0,202.7,105.0,34.46,224.9,90.0,19.12,253.9,108.0,11.43,12.1,7.0,3.27,0.0
10092,66.0,35.0,200.02000000000004,100.0,32.44,261.3,93.0,22.21,209.5,108.0,9.43,8.9,6.0,2.4,0.0
10093,66.0,0.0,205.1,102.0,34.87,232.7,109.2,19.78,259.9,95.0,11.7,9.2,6.0,2.48,2.0
10094,127.0,28.0,235.6,124.0,40.05,236.8,113.0,20.13,241.2,127.0,10.85,7.7,2.0,2.08,1.0
10095,146.0,0.0,189.3,95.0,32.18,155.9,128.0,13.25,186.0,83.0,8.37,7.4,3.0,2.0,0.0
10096,93.0,42.0,166.9,101.0,28.37,246.9,84.0,23.22,171.0,106.0,7.69,11.5,1.0,3.11,1.0
10097,77.0,0.0,245.2,87.0,41.68,254.1,83.0,21.6,239.4,99.4,10.77,7.5,4.0,2.03,0.0
10098,111.0,0.0,132.6,125.0,22.54,221.1,67.0,18.79,127.9,101.0,5.76,12.7,2.0,3.43,4.0
10099,125.0,0.0,182.3,64.0,30.99,139.8,121.0,12.3,171.6,96.0,7.72,11.6,7.0,3.13,2.0
10100,115.0,14.0,192.3,86.0,32.69,88.7,90.0,7.54,229.4,110.8,10.32,10.5,3.0,2.84,2.0
10101,115.0,0.0,122.0,110.0,20.74,220.2,91.4,18.72,179.7,108.4,8.09,10.8,2.0,2.92,2.0
10102,114.0,0.0,159.04000000000002,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2.0,2.59,2.0
10103,106.0,0.0,158.6,112.0,26.96,220.0,114.0,18.7,252.9,106.0,11.38,9.1,3.0,2.46,0.0
10104,118.0,39.0,91.5,125.0,15.56,219.9,113.0,18.69,229.0,99.0,10.31,12.7,7.4,3.43,2.0
10105,59.0,0.0,153.6,92.0,26.11,205.5,88.0,17.47,114.5,89.0,8.791999999999998,12.5,10.0,3.38,1.0
10106,87.0,40.0,221.6,100.2,37.67,157.1,74.0,13.35,222.4,124.0,10.01,11.5,3.0,2.362,1.0
10107,21.0,0.0,244.7,81.0,41.6,168.0,117.0,14.28,281.5,87.0,12.67,6.6,1.0,1.78,1.0
10108,142.0,24.0,239.8,103.0,40.77,285.9,65.0,22.786,256.7,106.0,11.55,9.5,4.0,2.57,0.0
10109,62.0,0.0,172.4,132.0,29.31,230.5,100.0,19.59,228.2,109.0,10.398,10.28,5.2,2.97,0.0
10110,149.0,0.0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3.0,2.15,3.0
10111,54.0,39.0,117.6,82.0,19.99,159.2,60.0,14.352,236.4,113.0,10.78,11.3,10.0,3.05,2.0
10112,112.0,0.0,174.5,127.0,29.67,259.3,71.0,22.04,170.5,120.0,7.67,11.3,7.0,3.05,1.0
10113,68.0,0.0,157.3,91.0,26.74,220.9,85.0,18.78,218.9,129.0,9.85,12.0,7.0,3.24,1.0
10114,201.0,21.0,192.0,92.8,32.64,239.1,81.0,18.466,116.1,125.0,5.22,15.1,3.4,4.08,1.0
10115,88.0,0.0,218.2,76.0,37.09,196.84,60.0,14.39,141.1,99.0,6.35,8.419999999999998,1.0,2.16,1.0
10116,85.0,29.0,144.6,97.0,24.58,168.24,102.0,11.9,165.4,148.0,7.44,9.26,3.0,2.94,1.0
10117,51.0,0.0,153.6,108.0,26.11,232.9,85.0,19.8,214.2,92.0,9.64,14.1,4.0,3.81,0.0
10118,45.0,29.0,135.8,111.8,23.09,222.5,101.0,18.91,235.6,92.0,10.6,7.9,6.0,2.13,2.0
10119,116.0,0.0,177.0,92.6,27.32,146.8,106.0,13.584,287.8,114.8,12.95,8.2,5.0,2.21,0.0
10120,146.0,31.0,202.5,91.0,34.43,241.4,108.0,20.52,169.6,77.0,7.63,7.8,2.0,2.11,1.0
10121,63.0,34.0,152.2,119.0,25.87,227.1,95.8,20.532,195.7,103.0,8.81,12.3,5.0,3.32,1.0
10122,133.0,0.0,227.4,90.0,38.66,73.2,112.0,6.22,114.3,99.0,5.14,4.7,7.0,1.918,0.0
10123,125.0,0.0,191.6,100.4,32.57,205.6,108.0,17.72,210.2,123.0,9.46,9.2,3.0,2.48,2.0
10124,72.0,0.0,140.21999999999997,111.0,23.61,211.45999999999998,102.0,17.99,179.5,91.0,8.08,10.8,3.0,2.92,1.0
10125,130.0,0.0,127.0,102.0,21.59,206.9,107.0,17.59,231.7,99.0,10.43,6.1,6.0,1.65,0.0
10126,97.0,0.0,168.6,87.0,28.66,259.2,105.0,19.468000000000004,279.8,123.0,12.59,7.3,4.0,1.97,1.0
10127,54.0,0.0,276.00000000000006,73.0,48.72,223.2,108.0,18.97,203.7,107.0,9.17,11.5,5.0,3.11,1.0
10128,160.0,29.0,164.6,121.0,27.98,262.8,108.0,22.34,123.8,131.0,5.57,15.2,4.0,4.1,1.0
10129,79.0,5.8,150.72,90.0,26.1,135.8,91.0,11.54,212.4,129.0,9.56,13.0,4.0,3.51,1.0
10130,92.0,47.0,141.6,95.0,24.07,230.16000000000003,130.0,17.67,203.6,95.0,9.16,10.2,11.0,2.9400000000000004,0.0
10131,59.0,0.0,204.3,65.0,34.73,247.3,123.0,21.02,214.7,94.0,9.66,12.0,3.8,3.24,1.0
10132,132.0,0.0,169.78,80.0,28.862000000000002,167.6,90.0,14.25,87.5,90.0,3.94,6.2,10.0,1.67,1.0
10133,21.0,0.0,225.0,110.0,38.25,244.2,111.0,19.258000000000003,221.2,93.0,9.95,10.98,4.0,2.89,0.0
10134,93.0,0.0,176.1,103.0,29.427999999999997,199.7,130.0,16.189999999999998,263.9,96.0,11.88,8.5,6.0,2.3,2.0
10135,147.0,36.0,254.2,78.0,43.21,228.1,105.0,19.39,98.0,125.0,4.41,13.8,7.0,3.73,5.0
10136,101.0,0.0,174.9,105.0,29.73,262.0,75.0,22.27,210.0,93.0,9.45,8.5,3.6,2.3,1.0
10137,125.0,0.0,187.3,118.0,31.84,160.7,111.0,13.66,263.8,112.0,11.87,9.6,2.0,2.678,0.0
10138,63.0,0.0,211.8,96.4,35.4,230.9,137.0,19.63,217.1,99.0,9.77,10.7,9.0,2.89,3.0
10139,107.0,0.0,241.9,102.0,41.12,126.9,117.0,10.79,185.6,92.0,7.5,11.7,6.0,3.16,0.0
10140,110.0,5.8,196.1,103.0,33.34,199.7,123.0,16.97,135.9,71.0,7.294,12.9,1.0,3.48,3.0
10141,83.0,0.0,231.3,100.0,39.32,210.4,84.0,17.88,217.4,106.0,9.78,12.4,2.0,3.35,3.0
10142,117.0,0.0,161.6,104.0,27.47,196.3,119.0,16.69,294.8,111.0,13.27,13.8,2.0,2.812,1.0
10143,124.0,0.0,194.0,103.0,32.98,222.84,116.0,20.49,227.5,153.0,10.24,11.9,5.0,3.21,0.0
10144,115.0,0.0,109.7,148.0,18.65,223.8,87.0,19.02,240.3,96.0,10.81,15.4,8.0,4.16,3.0
10145,156.0,0.0,277.0,106.6,47.09,238.3,106.0,20.26,94.4,96.0,4.25,8.3,3.0,2.24,1.0
10146,89.0,0.0,192.1,83.0,32.66,163.6,88.0,13.91,169.7,138.0,7.64,6.1,3.0,1.65,0.0
10147,72.0,0.0,198.4,111.2,33.73,216.9,121.0,18.566,112.8,125.0,5.08,13.1,4.0,3.54,0.0
10148,101.0,42.0,209.2,82.0,35.56,159.7,74.0,13.57,181.6,100.0,8.17,9.5,3.0,2.57,0.0
10149,53.0,0.0,184.8,98.0,31.42,216.4,125.0,18.39,141.1,116.0,6.35,18.4,3.0,4.97,2.0
10150,116.0,0.0,167.8,119.0,28.53,142.0,123.0,15.424000000000001,190.7,128.0,8.58,7.3,4.0,1.97,2.0
10151,78.0,0.0,139.2,140.0,27.21,191.4,113.0,17.462,286.5,125.0,12.89,11.8,3.0,3.19,3.0
10152,117.0,17.0,221.3,82.0,37.62,167.6,100.0,14.25,262.7,87.0,11.82,4.4,4.0,1.19,0.0
10153,56.0,0.0,121.6,101.0,20.67,165.3,115.0,14.05,243.9,95.0,10.98,8.9,2.0,2.4,1.0
10154,123.0,39.0,270.4,105.2,45.97,245.1,110.0,20.83,108.9,113.0,4.9,15.4,7.0,4.16,1.0
10155,127.0,12.8,139.6,94.0,23.73,240.9,112.0,17.124000000000002,127.1,88.0,5.72,8.8,4.0,2.38,2.0
10156,116.0,23.0,228.0,82.8,34.9,138.9,121.0,11.81,277.8,104.0,12.5,11.8,4.2,3.19,2.0
10157,138.0,26.0,183.9,83.0,31.26,240.7,93.0,20.46,185.7,125.0,8.36,15.0,3.0,3.1,1.0
10158,120.0,0.0,203.3,108.0,34.56,259.9,66.0,22.09,115.9,103.0,5.22,7.8,2.0,2.11,3.0
10159,102.0,0.0,200.6,106.0,34.1,152.5,127.0,12.96,199.4,128.0,8.97,7.7,2.0,2.08,3.0
10160,95.0,0.0,167.6,96.0,28.49,176.0,89.0,14.96,250.9,113.0,11.29,13.4,6.0,3.62,2.0
10161,102.0,0.0,156.5,67.0,26.502000000000002,204.3,103.0,18.253999999999998,141.9,72.0,6.39,9.9,2.0,2.67,2.0
10162,89.0,21.8,215.1,140.0,36.57,197.4,69.0,16.78,162.1,117.0,7.29,10.6,10.0,2.86,1.0
10163,50.0,0.0,271.64,82.0,51.29,167.1,118.0,13.716,72.2,89.0,3.25,10.5,6.0,2.84,1.0
10164,93.0,42.0,152.3,90.0,25.89,267.5,102.0,22.74,266.9,130.0,12.01,11.3,5.0,3.05,7.0
10165,68.0,0.0,195.4,116.0,33.22,212.1,101.0,18.03,155.66,134.0,6.23,15.1,11.0,4.08,1.0
10166,70.0,0.0,208.7,97.0,35.48,275.5,83.0,23.42,182.5,122.0,8.21,8.0,6.2,2.16,2.0
10167,138.0,29.0,190.1,87.0,32.32,223.2,123.0,18.97,256.2,130.0,11.53,14.2,6.0,3.83,0.0
10168,141.0,37.0,185.4,87.0,31.52,178.5,128.0,15.17,218.3,107.0,9.82,8.0,3.0,2.16,4.0
10169,112.0,17.0,203.84,95.0,31.14,252.8,125.0,21.49,156.7,95.0,7.05,9.7,3.0,2.62,0.0
10170,117.0,0.0,54.2,100.0,9.21,303.2,84.0,25.77,171.8,84.0,7.478,9.679999999999998,2.0,2.32,1.0
10171,1.0,26.0,208.0,114.4,35.36,185.0,113.0,15.73,177.7,144.0,8.0,8.1,9.0,2.19,1.0
10172,70.0,0.0,230.3,105.0,39.15,170.27999999999997,87.0,14.121999999999996,247.1,105.0,11.12,13.2,4.0,3.56,1.0
10173,87.0,22.0,240.8,102.0,40.94,75.9,106.0,6.45,224.6,115.0,10.11,7.1,3.0,1.92,2.0
10174,52.0,21.0,195.7,119.0,33.27,106.2,95.0,9.03,157.4,94.0,7.08,5.3,3.2,1.43,2.0
10175,97.0,0.0,276.1,82.0,46.94,201.1,106.0,17.09,231.3,73.0,10.41,8.9,4.0,2.4,0.0
10176,105.0,0.0,166.1,93.0,28.24,175.9,106.0,14.95,243.5,55.0,10.96,16.2,3.0,4.37,2.0
10177,77.0,12.8,135.9,117.0,23.1,244.5,102.0,18.766,207.5,74.0,9.34,11.5,3.0,3.11,4.0
10178,80.0,0.0,189.1,122.0,33.018,223.2,92.0,18.97,269.0,116.0,12.11,13.9,3.0,3.75,2.0
10179,120.0,22.2,177.9,117.0,30.24,175.1,70.0,14.88,161.3,117.0,7.26,10.36,4.0,3.11,1.0
10180,54.0,39.0,143.9,73.0,24.46,210.3,98.4,17.88,129.2,117.0,5.81,12.559999999999999,8.0,3.38,2.0
10182,119.0,0.0,287.1,115.0,48.81,159.3,99.0,13.54,216.8,86.0,9.76,13.9,1.0,3.75,2.0
10183,162.0,26.0,179.7,144.0,30.55,218.1,129.0,17.136,212.3,105.0,9.55,9.3,8.0,2.51,1.0
10184,85.0,8.8,165.8,96.0,28.19,190.0,141.0,16.15,144.0,116.0,6.48,10.9,3.0,2.94,5.0
10185,101.0,25.0,144.1,144.0,24.5,167.6,105.0,14.25,240.0,107.0,10.8,10.64,3.0,3.92,1.0
10186,172.0,0.0,172.5,85.0,30.929999999999996,253.1,71.0,21.51,221.6,113.0,9.97,5.9,6.0,1.59,0.0
10187,80.0,0.0,199.8,138.0,33.97,167.1,91.0,14.2,271.8,94.0,12.176000000000002,5.5,4.0,1.49,1.0
10188,67.0,0.0,109.1,134.0,18.55,142.3,76.0,12.1,91.2,107.4,4.1,10.9,5.0,2.94,2.0
10189,86.0,0.0,171.8,106.0,29.21,301.7,44.0,25.64,139.4,108.0,6.27,9.7,5.0,2.62,1.0
10190,107.0,0.0,222.3,101.0,37.79,286.0,111.0,24.31,249.4,117.0,11.22,12.1,4.0,3.27,1.0
10191,133.0,0.0,245.8,102.0,41.79,264.7,90.0,21.868000000000002,111.7,103.0,5.03,11.2,7.0,3.02,0.0
10192,116.0,0.0,164.6,110.0,27.458000000000006,270.6,100.0,23.0,230.4,109.0,10.37,8.0,3.0,2.16,0.0
10193,63.0,0.0,211.7,108.2,35.99,271.7,77.0,23.09,203.3,108.0,9.193999999999999,9.720000000000002,6.4,2.0,0.0
10194,119.0,16.0,147.2,103.0,25.02,160.1,96.0,13.61,184.0,120.0,8.28,7.7,2.0,2.08,0.0
10195,133.0,0.0,254.7,103.0,43.3,230.3,80.0,21.44,170.48,103.0,8.01,8.0,3.0,2.16,0.0
10196,94.0,0.0,170.1,113.0,28.92,271.8,94.0,23.1,110.7,78.0,4.98,8.7,4.0,2.35,1.0
10197,69.0,0.0,195.1,91.0,33.239999999999995,261.5,57.0,22.23,203.8,90.0,9.17,11.4,5.0,3.08,0.0
10198,146.0,0.0,174.66,83.0,25.38,187.1,130.0,15.928,149.8,100.0,6.74,7.9,4.0,2.13,7.0
10199,119.0,0.0,81.9,75.0,13.92,253.8,114.0,21.57,213.1,125.0,9.59,8.9,1.0,2.4,2.0
10200,142.0,25.0,191.1,103.8,32.49,189.42,120.0,12.72,227.8,60.0,10.25,9.8,3.0,2.65,0.0
10201,123.0,0.0,206.9,115.0,35.17,224.4,86.0,19.07,197.4,60.0,8.88,8.3,2.0,2.24,3.0
10202,101.0,0.0,239.0,102.6,40.63,273.0,118.8,23.21,278.2,93.0,12.52,13.5,8.0,3.1239999999999997,1.0
10203,43.0,0.0,181.38,89.6,30.48,252.7,126.0,21.48,227.5,114.0,10.24,8.0,5.0,2.16,0.0
10204,69.0,0.0,185.3,104.4,31.5,219.1,88.0,18.446000000000005,243.6,107.0,10.96,5.5,5.0,1.49,0.0
10205,15.0,5.8,141.4,80.0,24.04,123.9,76.0,10.53,323.5,87.2,14.56,8.1,5.2,2.19,2.0
10206,107.0,25.0,248.6,91.0,42.26,119.3,115.0,10.14,194.3,83.0,8.74,12.0,1.0,3.24,1.0
10207,67.0,0.0,152.5,131.0,30.238,252.4,107.0,21.45,185.4,104.0,8.34,4.9,2.4,1.32,2.0
10208,99.0,0.0,145.6,102.0,24.75,230.9,87.0,19.63,181.5,86.0,8.17,11.4,7.0,3.08,1.0
10209,46.0,0.0,164.2,116.0,27.91,196.2,122.0,16.68,236.1,119.0,10.62,8.1,2.8,2.19,1.0
10210,55.0,0.0,221.0,115.0,37.57,165.4,97.0,14.784,235.4,117.0,10.59,9.7,4.0,2.62,1.0
10211,39.0,0.0,295.4,126.0,50.22,232.1,117.0,19.73,204.4,123.0,9.2,11.5,2.0,2.622,1.0
10212,92.0,0.0,139.8,98.0,23.77,174.9,143.0,15.282,201.6,135.0,9.07,9.4,4.6,2.54,2.0
10213,56.0,0.0,162.3,99.0,27.59,149.1,78.0,12.67,255.5,115.0,11.5,14.8,1.0,4.0,4.0
10214,76.0,0.0,236.2,97.0,46.36,236.4,95.0,20.09,235.5,105.0,10.6,7.7,2.0,2.08,0.0
10215,132.0,33.0,200.3,75.0,34.05,226.6,67.0,20.014000000000003,198.8,91.0,8.95,12.9,3.0,3.48,2.0
10216,140.0,28.0,157.1,77.0,26.71,172.4,97.0,14.65,252.9,94.0,8.3,11.1,9.0,3.0,1.0
10217,51.0,12.0,148.62,60.0,23.09,214.11999999999998,134.0,17.05,192.4,98.0,8.66,12.3,7.0,3.586,2.0
10218,27.0,6.4,236.7,110.0,40.24,195.04,92.0,19.71,164.7,85.0,7.41,12.7,6.0,3.43,1.0
10219,224.0,0.0,111.4,133.0,18.94,175.0,66.0,14.88,217.2,106.0,9.77,5.5,6.0,1.49,3.0
10220,105.0,28.0,156.1,89.0,26.54,107.1,114.0,9.1,167.7,95.0,7.55,14.7,3.0,3.97,0.0
10221,117.0,0.0,191.1,93.0,32.49,282.8,56.0,24.04,84.8,118.0,3.82,12.0,4.0,3.24,2.0
10222,91.0,0.0,153.0,123.0,26.01,141.1,107.4,11.99,171.5,76.0,7.72,10.3,15.0,2.78,1.0
10223,135.0,15.6,218.8,123.0,37.2,242.8,64.0,20.64,85.8,80.0,3.86,10.3,3.0,2.78,4.0
10224,146.0,0.0,205.4,101.0,34.92,176.66000000000003,77.0,11.47,310.5,83.0,12.16,10.3,2.0,2.78,3.0
10225,147.0,0.0,225.2,111.0,38.28,184.9,98.0,15.72,143.2,146.0,6.44,9.9,1.0,2.67,0.0
10226,68.0,0.0,249.9,127.0,42.48,202.42,118.0,21.63,273.2,98.0,12.29,8.9,6.0,2.4,2.0
10227,68.0,0.0,148.38,89.0,22.37,137.0,109.0,11.65,256.3,107.0,11.53,9.98,5.0,2.75,3.0
10228,86.0,21.0,197.9,113.2,33.64,165.6,100.0,14.08,208.0,120.0,9.142,10.1,9.0,2.73,0.0
10229,131.0,0.0,166.5,129.0,28.31,210.2,107.0,17.87,257.2,93.0,11.57,9.9,5.0,2.67,1.0
10230,86.0,29.0,225.4,103.0,38.32,187.1,112.0,16.246000000000002,281.1,112.0,12.65,12.9,3.0,3.48,1.0
10231,159.0,0.0,275.8,103.0,46.89,189.5,108.0,16.107999999999997,223.9,93.0,10.08,9.42,5.0,2.0,2.0
10232,134.0,40.0,142.9,105.0,24.29,88.6,61.0,12.803999999999998,290.0,96.0,13.05,10.8,4.8,2.92,1.0
10233,113.0,0.0,178.71999999999997,113.0,35.22,256.0,80.0,21.76,211.0,87.0,9.49,9.9,1.0,2.7060000000000004,1.0
10234,132.0,0.0,206.2,100.0,35.05,211.2,118.0,17.95,196.2,122.0,8.83,10.2,6.0,2.75,1.0
10235,85.0,0.0,210.3,67.8,35.75,195.8,76.0,18.622000000000003,221.6,82.0,9.97,11.2,7.0,3.02,1.0
10236,93.0,38.0,225.7,117.0,38.37,119.6,122.0,10.17,193.2,125.0,8.69,14.0,7.0,3.78,1.0
10237,174.0,13.2,167.8,94.2,28.53,205.3,91.0,17.45,130.0,132.0,5.85,14.5,4.0,3.92,4.0
10238,61.0,0.0,197.7,118.0,33.61,152.2,96.0,16.384,221.0,93.0,9.916,7.0,3.0,1.89,2.0
10239,91.0,39.0,169.8,105.0,28.87,65.2,116.0,5.54,144.4,92.0,6.5,10.9,4.0,2.94,1.0
10240,88.0,28.0,190.6,104.0,32.4,237.3,105.0,20.17,211.6,116.0,9.52,9.8,1.0,2.65,2.0
10241,88.0,45.0,80.3,140.0,13.65,153.3,101.0,13.03,309.2,123.0,13.91,12.8,3.0,3.46,2.0
10242,195.0,36.0,231.7,98.2,39.39,225.1,88.0,19.13,201.7,89.0,9.08,12.1,2.0,3.27,0.0
10243,182.0,0.0,69.1,106.6,11.75,230.3,109.0,19.58,256.7,96.0,11.55,6.5,4.0,1.76,0.0
10244,118.0,0.0,188.8,60.0,31.492,217.4,64.0,18.48,220.1,100.0,9.9,8.2,6.0,2.21,4.0
10245,103.0,0.0,150.6,125.0,25.6,169.1,126.0,14.37,221.2,104.0,9.95,10.4,8.0,2.81,8.0
10246,65.0,0.0,192.0,89.0,32.64,139.5,88.0,12.108,187.4,102.0,8.43,5.5,4.0,1.49,2.0
10247,61.0,10.0,163.7,78.0,27.83,160.9,112.0,9.62,134.1,118.0,6.03,9.9,3.0,2.67,3.0
10248,172.0,0.0,211.7,100.0,35.99,198.7,101.0,14.014000000000001,244.01999999999998,136.0,13.58,6.5,9.0,1.76,1.0
10249,72.0,0.0,175.5,103.0,29.84,132.3,100.6,11.25,242.9,96.0,10.93,11.8,3.0,3.19,1.0
10250,113.0,0.0,150.1,116.2,25.52,200.1,85.0,17.01,266.7,105.0,12.0,11.0,3.0,2.97,2.0
10251,177.0,0.0,189.5,99.0,32.22,176.3,117.0,14.99,225.9,112.0,10.17,11.319999999999999,2.0,3.83,1.0
10252,100.0,0.0,70.8,94.0,12.04,215.6,99.8,18.33,230.8,105.2,10.331999999999999,9.5,1.0,2.57,6.0
10253,67.0,0.0,190.7,98.8,36.64,190.7,95.0,15.078,206.94,106.0,9.65,8.6,6.0,2.32,1.0
10254,136.0,0.0,101.7,105.0,17.29,202.8,99.0,17.24,136.2,119.0,6.13,9.4,5.4,2.54,3.0
10255,71.0,0.0,258.4,132.0,43.93,126.8,119.0,10.78,182.4,87.0,8.21,9.7,8.0,2.63,4.0
10256,134.0,0.0,242.4,121.2,41.21,152.9,115.0,13.0,318.3,115.0,14.32,11.8,6.0,3.242,1.0
10257,124.0,0.0,131.8,82.0,22.41,284.3,119.0,24.17,305.5,101.0,13.75,11.3,2.0,2.6300000000000003,1.0
10258,84.0,0.0,190.2,102.0,32.33,197.7,141.0,16.8,247.5,96.8,11.14,9.8,6.0,2.65,2.0
10259,39.0,0.0,154.1,104.0,26.2,237.85999999999999,112.0,17.36,196.2,92.0,8.83,9.8,4.0,2.65,2.0
