,state,area_code,international_plan,voice_mail_plan,churn
10218,SD,408.0,no,no,no
10219,ID,510.0,no,no,no
10220,OK,510.0,yes,yes,yes
10221,WA,408.0,no,no,no
10222,SD,415.0,no,no,yes
10223,OH,415.0,no,no,no
10224,VA,415.0,no,no,no
10225,WI,415.0,yes,no,yes
10226,IN,510.0,no,no,yes
10227,NM,408.0,no,no,no
10228,HI,408.0,no,yes,no
10229,KY,415.0,no,no,no
10230,OH,415.0,no,yes,no
10231,VT,415.0,no,no,yes
10232,AZ,415.0,no,yes,no
10233,VT,510.0,no,no,no
10234,MO,408.0,no,no,no
10235,AL,415.0,no,no,no
10236,NJ,510.0,yes,yes,yes
10237,WA,408.0,no,yes,yes
10238,NY,415.0,no,no,no
10239,DC,415.0,no,yes,no
10240,NE,408.0,no,yes,no
10241,MA,408.0,no,yes,no
10242,VT,415.0,no,yes,no
10243,NM,415.0,no,no,no
10244,CO,408.0,no,no,no
10245,NH,408.0,no,no,yes
10246,IL,510.0,no,no,no
10247,UT,408.0,no,yes,no
10248,WV,415.0,no,no,no
10249,NJ,415.0,no,no,no
10250,NM,510.0,no,no,no
10251,ND,408.0,no,no,no
10252,WA,408.0,no,no,yes
10253,NM,415.0,no,no,no
10254,DE,415.0,no,no,no
10255,GA,415.0,no,no,no
10256,HI,408.0,no,no,no
10257,CT,415.0,no,no,no
10258,NJ,415.0,no,no,no
10259,ME,408.0,no,no,no
10260,OK,510.0,no,no,no
10261,TN,510.0,no,no,no
10262,WY,415.0,no,no,no
10263,NY,415.0,no,no,no
10264,DE,510.0,yes,no,no
10265,RI,415.0,no,no,no
10266,PA,408.0,no,no,yes
10267,HI,415.0,no,no,yes
10268,MD,415.0,yes,yes,yes
10269,VA,415.0,no,no,no
10270,IN,415.0,no,yes,no
10271,OR,408.0,no,yes,no
10272,AZ,510.0,no,no,yes
10273,WI,415.0,no,no,no
10274,VA,408.0,no,no,no
10275,MO,415.0,no,no,no
10276,NV,510.0,no,no,no
10277,HI,415.0,no,yes,no
10278,WA,415.0,no,no,no
10279,IL,408.0,no,no,no
10280,IL,510.0,no,no,no
10281,LA,415.0,no,no,no
10282,WI,415.0,no,no,no
10283,TX,415.0,no,no,yes
10284,MI,415.0,yes,yes,no
10285,NC,415.0,no,no,no
10286,WA,408.0,no,no,no
10287,ND,510.0,no,no,yes
10288,NE,415.0,no,no,no
10289,MS,510.0,no,yes,no
10290,KY,408.0,no,no,no
10291,RI,510.0,no,no,no
10292,NY,510.0,no,yes,no
10293,TX,510.0,no,no,no
10294,DE,408.0,no,no,no
10295,NM,415.0,no,no,no
10296,RI,415.0,no,no,no
10297,MS,510.0,no,no,no
10298,NY,510.0,no,no,yes
10299,NE,415.0,no,no,no
10300,WI,415.0,no,no,no
10301,KY,408.0,no,no,no
10302,SD,510.0,no,yes,no
10303,VA,510.0,no,no,no
10304,KS,415.0,no,yes,no
10305,ND,415.0,no,no,no
10306,CO,510.0,no,yes,no
10307,KY,408.0,no,yes,yes
10308,WA,408.0,no,no,no
10309,NV,415.0,no,yes,no
10310,SC,415.0,yes,no,yes
10311,RI,510.0,yes,no,yes
10312,ID,510.0,no,no,no
10313,KY,408.0,no,no,no
10314,ME,510.0,no,no,no
10315,SD,415.0,no,no,no
10316,SC,510.0,no,yes,no
10317,TN,415.0,no,no,yes
10318,MT,408.0,no,yes,no
10319,WI,415.0,no,no,no
10320,AK,408.0,no,no,no
10321,AZ,408.0,no,no,no
10322,MT,415.0,no,yes,no
10323,DE,415.0,no,no,no
10324,VA,510.0,no,no,no
10325,MA,510.0,no,no,no
10326,IN,510.0,no,no,no
10327,MD,510.0,no,no,no
10328,NV,510.0,no,yes,no
10329,CO,415.0,no,no,no
10330,KS,415.0,no,no,no
10331,AR,415.0,no,no,no
10332,WY,408.0,no,no,no
10333,PA,415.0,no,no,no
10334,TX,408.0,no,no,yes
10335,NY,408.0,no,no,no
10336,OR,415.0,yes,no,no
10337,CA,510.0,no,no,no
10338,NY,415.0,no,no,no
10339,AR,510.0,no,yes,no
10340,MI,510.0,no,no,no
10341,OK,415.0,no,yes,no
10342,TX,415.0,no,no,no
10343,NC,408.0,no,no,no
10344,ID,415.0,no,no,no
10345,IL,408.0,no,no,no
10346,OR,415.0,no,no,no
10347,SD,510.0,no,no,no
10348,NE,408.0,no,no,no
10349,RI,510.0,no,no,no
10350,MD,415.0,no,yes,no
10351,ID,415.0,no,yes,no
10352,ME,415.0,no,yes,no
10353,SD,415.0,no,no,no
10354,NY,415.0,no,yes,no
10355,DE,408.0,no,no,no
10356,OK,415.0,no,no,no
10357,SC,415.0,no,yes,no
10358,IN,510.0,no,no,no
10359,NV,415.0,no,no,no
10360,IL,408.0,yes,yes,no
10361,SD,510.0,no,no,yes
10362,OK,415.0,yes,no,yes
10363,KS,415.0,no,yes,no
10364,IA,510.0,no,no,no
10365,NJ,415.0,no,no,no
10366,NJ,408.0,no,no,yes
10367,MT,415.0,no,no,no
10368,IA,510.0,no,no,no
10369,WA,415.0,no,no,no
10370,NE,408.0,no,no,no
10371,TX,408.0,no,no,yes
10372,MS,415.0,no,yes,no
10373,IA,510.0,no,yes,no
10374,WI,415.0,no,yes,no
10375,MT,415.0,no,yes,no
10376,GA,408.0,no,no,no
10377,MT,510.0,yes,yes,no
10378,ND,415.0,no,no,no
10379,VT,415.0,no,no,no
10380,SD,510.0,no,no,no
10381,OH,510.0,no,yes,no
10382,OH,415.0,no,yes,no
10383,MT,408.0,no,no,no
10384,IL,415.0,yes,no,no
10385,NV,415.0,no,no,no
10386,UT,408.0,no,no,no
10387,NH,408.0,no,no,no
10388,LA,415.0,no,no,no
10389,VT,415.0,no,no,no
10390,NY,415.0,no,yes,no
10391,CT,415.0,no,no,no
10392,KS,408.0,no,no,yes
10393,MI,510.0,no,yes,no
10394,SD,510.0,no,yes,no
10395,ME,415.0,no,no,no
10396,MD,415.0,no,no,no
10397,VA,415.0,no,no,no
10398,NJ,415.0,no,no,no
10399,TN,510.0,no,yes,no
10400,DC,408.0,no,no,no
10401,DC,408.0,no,no,no
10402,OR,408.0,no,no,yes
10403,RI,415.0,no,no,no
10404,AK,510.0,no,no,no
10405,WI,408.0,no,no,no
10406,IN,415.0,no,no,no
10407,MI,408.0,no,no,no
10408,ID,510.0,no,yes,no
10409,NH,408.0,yes,no,yes
10410,MN,408.0,no,no,no
10411,AZ,415.0,no,no,no
10412,MN,415.0,no,no,no
10413,MO,415.0,no,no,no
10414,AL,408.0,no,no,no
10415,PA,415.0,no,yes,no
10416,AK,510.0,no,no,no
10417,MS,415.0,no,yes,no
10418,IA,415.0,no,no,no
10419,WY,408.0,no,no,no
10420,NE,408.0,no,no,no
10421,ND,415.0,no,no,no
10422,CT,415.0,no,no,no
10423,NC,415.0,no,yes,no
10424,CT,510.0,no,no,no
10425,ND,408.0,no,no,no
10426,WA,408.0,no,no,no
10427,NV,415.0,no,no,no
10428,CO,408.0,no,no,no
10429,KS,510.0,no,yes,no
10430,CO,510.0,no,no,no
10431,MO,415.0,no,no,no
10432,MA,510.0,no,no,yes
10433,NY,408.0,no,yes,no
10434,AK,415.0,no,no,no
10435,WI,415.0,no,no,no
10436,NH,408.0,no,no,yes
10437,TN,510.0,no,no,no
10438,NY,408.0,no,no,no
10439,GA,408.0,yes,yes,yes
10440,MN,408.0,no,no,yes
10441,MI,510.0,no,no,no
10442,ID,408.0,no,yes,no
10443,CT,415.0,no,yes,no
10444,NC,415.0,no,no,no
10445,LA,415.0,no,no,yes
10446,NJ,408.0,no,no,yes
10447,TX,408.0,no,no,no
10448,CA,510.0,yes,no,yes
10449,MD,510.0,no,no,no
10450,WY,415.0,no,no,no
10451,TX,510.0,yes,no,yes
10452,CA,408.0,no,no,yes
10453,UT,510.0,no,no,no
10454,WA,510.0,no,no,no
10455,MS,510.0,no,yes,no
10456,OH,408.0,no,no,no
10457,KS,415.0,no,no,no
10458,RI,415.0,no,yes,no
10459,IN,510.0,no,no,no
10460,VT,408.0,no,no,no
10461,MT,408.0,no,yes,no
10462,CT,408.0,no,yes,no
10463,NM,415.0,no,no,no
10464,OH,408.0,no,yes,no
10465,GA,510.0,no,no,no
10466,MN,510.0,no,yes,no
10467,CT,415.0,no,no,no
10468,AL,415.0,no,no,no
10469,WV,415.0,no,no,no
10470,NH,415.0,no,no,no
10471,WY,415.0,no,no,no
10472,VA,510.0,yes,no,yes
10473,VT,415.0,no,no,no
10474,OH,510.0,no,yes,no
10475,MT,415.0,no,no,yes
10476,MA,415.0,no,no,no
10477,VA,415.0,no,no,no
10478,NM,415.0,no,no,no
10479,AR,408.0,yes,no,no
10480,NE,415.0,no,no,yes
10481,WY,408.0,no,no,no
10482,IA,415.0,no,yes,no
10483,SC,415.0,no,no,yes
10484,NC,415.0,no,no,no
10485,HI,415.0,yes,yes,no
10486,UT,415.0,no,no,no
10487,WY,408.0,yes,no,no
10488,AL,408.0,no,no,yes
10489,VA,415.0,no,no,no
10490,WI,510.0,no,no,no
10491,FL,510.0,yes,no,yes
10492,KS,415.0,no,no,no
10493,NV,408.0,yes,no,yes
10494,NY,415.0,no,no,no
10495,VA,415.0,no,yes,no
10496,KS,415.0,no,no,no
10497,NC,510.0,yes,no,yes
10498,MO,415.0,no,no,no
10499,ND,510.0,no,no,no
10500,CA,510.0,no,no,no
10501,WV,415.0,no,no,no
10502,IL,415.0,no,no,no
10503,NY,415.0,no,no,no
10504,NV,510.0,no,no,no
10505,AL,408.0,no,no,no
10506,KS,510.0,yes,no,yes
10507,ND,510.0,no,no,no
10508,OK,415.0,no,no,no
10509,UT,415.0,no,no,no
10510,OH,415.0,no,no,no
10511,WY,510.0,no,no,no
10512,NM,415.0,no,yes,no
10513,AL,415.0,no,no,no
10514,DC,510.0,no,yes,no
10515,ID,510.0,no,yes,no
10516,AR,510.0,no,no,no
10517,ID,415.0,no,yes,no
10518,TX,415.0,no,no,no
10519,NM,415.0,no,no,yes
10520,WA,415.0,no,no,yes
10521,UT,510.0,no,no,no
10522,RI,510.0,no,no,no
10523,NC,408.0,no,yes,no
10524,RI,415.0,no,no,no
10525,NY,510.0,no,no,no
10526,TX,408.0,no,no,no
10527,DE,408.0,yes,yes,no
10528,MS,415.0,no,yes,no
10529,OH,415.0,no,yes,no
10530,LA,415.0,no,no,no
10531,FL,415.0,no,no,no
10532,WA,415.0,no,no,no
10533,WV,510.0,no,no,no
10534,NY,510.0,no,no,no
10535,NE,415.0,yes,yes,no
10536,PA,510.0,yes,no,yes
10537,MS,510.0,no,no,no
10538,IN,415.0,no,no,no
10539,VA,408.0,no,no,no
10540,MN,408.0,no,no,no
10541,DE,408.0,no,no,no
10542,OR,510.0,yes,no,no
10543,UT,415.0,no,no,yes
10544,CT,415.0,no,yes,no
10545,AL,415.0,no,yes,no
10546,TX,415.0,no,no,yes
10547,CT,415.0,no,no,no
10548,MS,415.0,no,no,yes
10549,AR,415.0,no,no,no
10550,CA,415.0,no,yes,no
10551,MI,408.0,no,no,yes
10552,WV,415.0,no,yes,no
10553,DE,415.0,no,no,no
10554,FL,415.0,no,no,no
10555,AK,415.0,no,yes,no
10556,ID,415.0,no,no,no
10557,OH,510.0,no,no,no
10558,NH,408.0,no,no,no
10559,MA,415.0,no,no,no
10560,SC,408.0,no,no,no
10561,OR,510.0,no,no,no
10562,OH,415.0,no,yes,no
10563,NC,510.0,yes,no,no
10564,KY,510.0,no,yes,no
10565,ID,510.0,no,no,no
10566,WA,510.0,no,no,no
10567,WV,510.0,no,no,no
10568,RI,408.0,no,yes,no
10569,KS,510.0,no,no,no
10570,NV,415.0,no,no,yes
10571,NE,408.0,no,no,yes
10572,FL,415.0,no,no,no
10573,WY,415.0,no,no,no
10574,WA,415.0,no,yes,no
10575,CO,415.0,no,no,no
10576,WI,415.0,no,no,no
10577,KS,510.0,no,no,no
10578,RI,415.0,no,yes,no
10579,MT,510.0,no,no,no
10580,CO,415.0,no,no,no
10581,CT,408.0,no,yes,no
10582,FL,510.0,no,no,no
10583,VT,510.0,no,no,no
10584,OH,415.0,no,no,no
10585,NH,408.0,no,no,no
10586,RI,415.0,yes,no,no
10587,FL,415.0,no,yes,no
10588,MD,415.0,no,no,no
10589,WY,408.0,no,no,no
10590,FL,408.0,no,yes,no
10591,TN,415.0,yes,no,yes
10592,NC,415.0,no,yes,no
10593,IN,415.0,yes,yes,no
10594,IA,408.0,no,no,no
10595,WV,408.0,no,yes,no
10596,UT,510.0,no,yes,no
10597,GA,408.0,no,no,no
10598,AK,415.0,no,yes,no
10599,UT,510.0,no,yes,no
10600,MS,510.0,no,no,yes
10601,AR,408.0,no,yes,no
10602,AK,415.0,no,yes,no
10603,AK,415.0,no,no,no
10604,ME,415.0,no,no,no
10605,WV,510.0,no,no,no
10606,CT,415.0,no,no,no
10607,GA,510.0,no,yes,no
10608,NV,415.0,yes,no,no
10609,VT,510.0,no,no,no
10610,DC,415.0,no,no,no
10611,TN,415.0,no,no,no
10612,OR,415.0,no,no,no
10613,MS,415.0,no,yes,no
10614,NC,415.0,no,yes,no
10615,CO,415.0,no,no,no
10616,AR,415.0,no,no,yes
10617,PA,415.0,no,no,no
10618,MN,408.0,no,no,no
10619,NM,415.0,no,yes,no
10620,UT,510.0,no,no,no
10621,NE,415.0,no,no,no
10622,MS,415.0,yes,yes,no
10623,NV,510.0,no,no,yes
10624,OR,408.0,no,no,no
10625,VA,415.0,no,no,no
10626,NJ,510.0,yes,yes,no
10627,WV,510.0,no,no,no
10628,OR,415.0,no,no,no
10629,KY,415.0,no,no,no
10630,MO,415.0,no,no,no
10631,TX,510.0,no,no,no
10632,MN,415.0,no,yes,no
10633,FL,510.0,no,no,no
10634,PA,415.0,no,no,no
10635,WV,415.0,no,no,no
10636,IN,510.0,no,no,no
10637,OK,415.0,no,yes,no
10638,NE,415.0,no,no,no
10639,DE,415.0,no,no,no
10640,MI,415.0,no,yes,no
10641,IL,415.0,no,no,no
10642,UT,510.0,yes,no,no
10643,IL,408.0,no,yes,no
10644,WA,415.0,no,no,no
10645,NM,408.0,no,no,no
10646,MD,415.0,no,no,no
10647,VA,408.0,no,yes,no
10648,MT,415.0,no,no,no
10649,CT,415.0,yes,no,no
10650,AL,415.0,no,no,no
10651,WV,510.0,no,no,no
10652,MO,415.0,no,yes,no
10653,ND,415.0,no,no,no
10654,AR,408.0,no,no,no
10655,GA,510.0,no,yes,no
10656,FL,510.0,no,no,no
10657,LA,510.0,no,no,yes
10658,UT,415.0,no,no,yes
10659,AZ,415.0,no,no,no
10660,NY,415.0,no,no,yes
10661,KY,415.0,no,no,no
10662,AL,415.0,no,no,no
10663,IN,510.0,no,no,no
10664,IN,415.0,no,yes,no
10665,FL,415.0,no,no,no
10666,NM,510.0,no,no,no
10667,AL,415.0,no,no,no
10668,MN,510.0,yes,no,yes
10669,NY,415.0,no,yes,no
10670,MD,415.0,no,no,no
10671,KS,510.0,no,no,no
10672,WV,408.0,no,no,no
10673,ID,510.0,no,yes,no
10674,LA,510.0,no,no,no
10675,MI,415.0,no,no,no
10676,TN,408.0,yes,no,yes
10677,CA,415.0,no,no,no
10678,FL,408.0,no,no,no
10679,LA,415.0,no,no,no
10680,IL,415.0,yes,yes,yes
10681,AL,415.0,no,yes,no
10682,CT,408.0,no,no,no
10683,PA,415.0,no,no,no
10684,TX,415.0,no,no,no
10685,VA,408.0,no,no,no
10686,MO,415.0,yes,no,no
10687,MT,408.0,no,no,yes
10688,ND,408.0,no,no,no
10689,FL,415.0,no,no,yes
10690,WI,510.0,no,no,yes
10691,KY,415.0,no,no,no
10692,MD,415.0,no,yes,no
10693,IN,415.0,no,no,no
10694,MA,415.0,no,no,no
10695,ND,415.0,no,no,no
10696,VT,415.0,no,no,no
10697,CT,415.0,no,yes,no
10698,VA,408.0,no,yes,no
10699,MS,408.0,no,yes,no
10700,AK,415.0,no,no,no
10701,WY,415.0,no,no,no
10702,NY,415.0,no,no,yes
10703,NC,510.0,no,no,no
10704,IL,415.0,no,no,no
10705,OH,415.0,no,no,no
10706,RI,510.0,no,no,no
10707,WY,415.0,yes,no,no
10708,OR,510.0,no,no,no
10709,NV,415.0,no,no,yes
10710,ND,415.0,no,yes,yes
10711,OR,510.0,no,no,no
10712,ND,510.0,no,no,no
10713,NJ,408.0,no,no,yes
10714,WV,415.0,no,yes,no
10715,VA,408.0,no,no,no
10716,ID,510.0,no,yes,no
10717,CT,510.0,yes,no,no
10718,NM,408.0,no,no,no
10719,CT,408.0,yes,no,yes
10720,MI,408.0,no,yes,yes
10721,SC,510.0,no,no,yes
10722,SC,415.0,no,no,yes
10723,NY,510.0,no,no,no
10724,MT,408.0,no,yes,no
10725,WY,510.0,no,no,no
10726,NE,415.0,no,yes,no
10727,IN,415.0,no,no,no
10728,CO,510.0,no,no,no
10729,WY,510.0,yes,no,no
10730,MD,415.0,no,no,yes
10731,OK,408.0,no,no,no
10732,SD,415.0,no,no,no
10733,SC,510.0,yes,yes,no
10734,NY,415.0,yes,no,yes
10735,NY,415.0,no,yes,yes
10736,WV,415.0,no,no,no
10737,WA,408.0,no,no,no
10738,ID,415.0,no,yes,yes
10739,MN,510.0,no,no,no
10740,TX,510.0,yes,yes,yes
10741,AZ,415.0,no,no,no
10742,DE,415.0,no,yes,no
10743,CO,408.0,no,no,no
10744,WI,408.0,no,no,no
10745,WI,415.0,no,no,yes
10746,NJ,510.0,no,no,no
10747,IL,415.0,yes,no,no
10748,DC,415.0,no,no,yes
10749,IA,510.0,no,no,no
10750,GA,408.0,no,no,no
10751,AK,415.0,no,no,no
10752,CA,510.0,no,no,yes
10753,MN,415.0,yes,no,yes
10754,CO,415.0,no,no,yes
10755,KY,408.0,no,yes,no
10756,SC,408.0,no,no,no
10757,MT,415.0,no,yes,no
10758,KY,415.0,no,yes,no
10759,WV,415.0,no,no,no
10760,ID,415.0,no,no,no
10761,MN,510.0,no,no,yes
10762,MA,415.0,no,yes,no
10763,MD,415.0,no,yes,no
10764,SD,415.0,no,yes,no
10765,PA,510.0,no,no,yes
10766,KY,415.0,no,no,no
10767,ID,415.0,no,no,no
10768,NY,415.0,no,yes,no
10769,NM,510.0,no,no,no
10770,CA,415.0,no,yes,yes
10771,ID,415.0,no,no,no
10772,WY,415.0,no,no,no
10773,NM,510.0,no,no,no
10774,HI,408.0,no,yes,no
10775,ID,510.0,no,yes,no
10776,NC,415.0,no,no,no
10777,TX,415.0,no,yes,no
10778,GA,408.0,no,no,no
10779,AL,408.0,no,no,no
10780,ME,415.0,no,no,no
10781,VA,415.0,no,no,no
10782,ID,415.0,no,no,no
10783,NY,510.0,no,no,no
10784,NC,415.0,no,no,yes
10785,OH,415.0,no,no,no
10786,HI,415.0,no,yes,no
10787,DC,415.0,no,no,no
10788,TN,408.0,no,no,no
10789,VT,415.0,no,no,no
10790,MD,415.0,no,yes,no
10791,LA,408.0,no,yes,no
10792,HI,415.0,no,no,no
10793,FL,415.0,no,no,no
10794,WY,408.0,no,no,no
10795,NE,415.0,no,no,no
10796,WY,415.0,no,yes,no
10797,OR,408.0,no,yes,no
10798,IN,415.0,no,no,no
10799,MD,408.0,no,yes,no
10800,TN,510.0,yes,no,no
10801,WV,510.0,yes,yes,yes
10802,WA,510.0,no,no,no
10803,MS,415.0,no,no,no
10804,OH,415.0,no,yes,no
10805,IN,415.0,no,no,yes
10806,CO,408.0,no,yes,no
10807,TX,510.0,no,yes,no
10808,AK,408.0,no,no,no
10809,WV,408.0,no,no,no
10810,MA,415.0,no,no,no
10811,TN,415.0,no,yes,no
10812,ID,510.0,yes,yes,yes
10813,DE,415.0,yes,no,no
10814,VA,415.0,no,no,no
10815,MT,408.0,no,no,no
10816,ID,510.0,no,yes,no
10817,IN,415.0,no,yes,no
10818,MD,415.0,no,yes,no
10819,MS,408.0,no,no,no
10820,WA,510.0,no,no,no
10821,OH,415.0,no,no,no
10822,RI,408.0,no,no,yes
10823,AR,510.0,no,no,no
10824,AZ,415.0,no,no,no
10825,SC,415.0,no,no,no
10826,KY,415.0,no,no,yes
10827,AL,415.0,no,yes,no
10828,NE,408.0,no,no,no
10829,MT,408.0,no,yes,no
10830,MN,408.0,no,yes,no
10831,NV,415.0,no,no,no
10832,CA,415.0,no,no,no
10833,UT,415.0,no,yes,no
10834,IL,415.0,no,no,no
10835,DC,408.0,no,no,no
10836,IN,415.0,no,no,no
10837,NM,415.0,no,no,no
10838,MS,510.0,no,no,no
10839,VT,415.0,no,no,no
10840,VT,408.0,no,no,no
10841,UT,510.0,no,yes,no
10842,KY,408.0,no,no,no
10843,VA,408.0,no,no,no
10844,OH,408.0,no,no,no
10845,AZ,408.0,no,yes,no
10846,NY,510.0,no,no,no
10847,VA,408.0,no,no,no
10848,MD,510.0,no,no,yes
10849,MA,510.0,no,yes,no
10850,IL,415.0,yes,no,no
10851,LA,415.0,no,no,no
10852,MO,415.0,no,no,no
10853,DC,408.0,no,yes,no
10854,PA,415.0,no,no,no
10855,TN,415.0,no,no,no
10856,NJ,510.0,no,no,no
10857,VA,415.0,no,no,no
10858,TN,510.0,no,no,no
10859,NJ,510.0,yes,no,yes
10860,WA,408.0,no,no,no
10861,AR,510.0,no,no,no
10862,WI,415.0,no,no,no
10863,WA,510.0,no,no,no
10864,RI,415.0,no,no,no
10865,ME,415.0,no,no,no
10866,CO,415.0,no,no,yes
10867,CO,408.0,no,no,no
10868,RI,408.0,no,no,yes
10869,CT,408.0,no,no,yes
10870,NC,415.0,no,no,no
10871,WY,408.0,no,no,no
10872,OR,415.0,yes,yes,yes
10873,FL,415.0,no,yes,no
10874,KY,408.0,no,no,no
10875,SC,510.0,no,no,yes
10876,WA,408.0,no,yes,no
10877,MT,415.0,no,no,no
10878,PA,510.0,no,no,no
10879,MA,408.0,no,no,no
10880,VT,415.0,no,no,no
10881,MN,408.0,no,yes,no
10882,IL,408.0,yes,no,no
10883,AR,408.0,no,no,no
10884,MD,415.0,no,no,no
10885,MT,408.0,no,no,no
10886,VT,408.0,no,no,no
10887,CO,415.0,no,no,no
10888,NC,408.0,no,no,no
10889,WA,510.0,no,no,no
10890,TN,415.0,no,no,no
10891,AR,408.0,no,no,no
10892,DC,510.0,no,yes,no
10893,MN,415.0,no,no,no
10894,IA,510.0,no,yes,no
10895,KS,510.0,no,no,no
10896,ND,415.0,no,no,no
10897,MT,510.0,no,no,no
10898,IL,510.0,no,no,no
10899,DC,408.0,no,no,no
10900,KY,415.0,no,no,yes
10901,MS,510.0,yes,no,no
10902,TN,415.0,no,no,no
10903,IA,415.0,no,yes,no
10904,AK,510.0,no,no,no
10905,MN,415.0,no,no,yes
10906,WV,415.0,no,no,yes
10907,OR,415.0,no,no,no
10908,MS,415.0,no,no,yes
10909,ME,415.0,no,yes,no
10910,MN,510.0,no,no,no
10911,GA,510.0,no,no,no
10912,DC,415.0,no,no,no
10913,GA,510.0,no,no,no
10914,NY,415.0,no,no,yes
10915,OK,510.0,no,no,no
10916,OK,415.0,no,no,no
10917,GA,510.0,no,no,no
10918,NJ,510.0,no,no,no
10919,MN,415.0,no,no,no
10920,ME,510.0,no,no,no
10921,MI,510.0,no,yes,no
10922,MT,415.0,no,no,no
10923,NE,510.0,no,yes,no
10924,ND,408.0,no,no,yes
10925,VA,415.0,no,no,no
10926,VT,408.0,no,no,no
10927,OH,510.0,yes,no,yes
10928,AL,408.0,no,no,yes
10929,DC,408.0,no,no,no
10930,ND,415.0,no,no,no
10931,TN,415.0,no,no,no
10932,DE,510.0,no,no,yes
10933,NY,408.0,no,no,no
10934,AL,408.0,no,yes,no
10935,OK,510.0,yes,no,yes
10936,MS,415.0,no,yes,no
10937,MD,415.0,no,no,no
10938,NE,415.0,no,yes,no
10939,AR,415.0,no,no,yes
10940,IL,415.0,no,no,no
10941,IN,408.0,no,yes,no
10942,UT,415.0,no,yes,no
10943,LA,415.0,no,yes,no
10944,ID,510.0,no,no,no
10945,KY,510.0,no,no,no
10946,MI,415.0,no,no,no
10947,NH,415.0,yes,no,yes
10948,WV,415.0,no,no,no
10949,OR,415.0,no,yes,no
10950,SD,415.0,no,no,no
10951,MD,510.0,yes,yes,no
10952,ND,408.0,yes,yes,yes
10953,TN,415.0,no,no,no
10954,MO,415.0,no,yes,no
10955,IL,510.0,no,yes,no
10956,UT,415.0,no,no,no
10957,MI,415.0,no,no,yes
10958,AR,408.0,no,no,no
10959,TX,408.0,no,yes,no
10960,AK,408.0,no,no,no
10961,TN,415.0,no,no,no
10962,NH,415.0,no,yes,yes
10963,NM,408.0,no,no,no
10964,MN,408.0,no,yes,no
10965,IA,415.0,no,yes,no
10966,RI,415.0,no,no,no
10967,AL,415.0,no,no,no
10968,NC,510.0,no,no,no
10969,SD,408.0,no,no,no
10970,MT,510.0,no,no,no
10971,HI,510.0,no,no,no
10972,MT,415.0,no,yes,no
10973,KY,415.0,no,yes,no
10974,DC,415.0,yes,yes,no
10975,CO,408.0,yes,yes,no
10976,MI,415.0,no,no,no
10977,AL,415.0,no,no,no
10978,KS,408.0,yes,no,yes
10979,NC,415.0,no,no,no
10980,SC,408.0,no,no,yes
10981,CO,415.0,no,yes,no
10982,MN,415.0,no,no,no
10983,WY,415.0,no,no,no
10984,FL,510.0,no,no,no
10985,NY,415.0,no,no,no
10986,OK,408.0,no,yes,no
10987,ME,510.0,no,no,no
10988,NE,510.0,no,no,no
10989,OH,415.0,no,no,no
10990,CT,415.0,no,no,no
10991,DC,415.0,no,no,no
10992,OK,415.0,no,no,no
10993,NJ,415.0,no,no,yes
10994,IA,415.0,no,no,no
10995,VA,415.0,yes,no,yes
10996,VA,510.0,no,no,no
10997,NM,415.0,yes,yes,yes
10998,FL,408.0,yes,no,no
10999,RI,510.0,yes,no,yes
11000,NJ,408.0,no,yes,no
11001,NE,408.0,no,yes,no
11002,WV,415.0,no,no,no
11003,WY,510.0,no,yes,no
11004,SC,408.0,no,no,no
11005,MS,415.0,yes,no,yes
11006,ND,415.0,no,no,yes
11007,IL,415.0,no,no,no
11008,OR,415.0,no,no,no
11009,UT,510.0,no,no,no
11010,IA,415.0,no,no,yes
11011,ME,510.0,no,no,no
11012,WY,408.0,no,no,no
11013,WI,510.0,no,yes,no
11014,SC,415.0,no,no,yes
11015,DC,510.0,yes,no,no
11016,CT,415.0,no,no,no
11017,OR,415.0,no,no,no
11018,OR,510.0,no,no,no
11019,NV,415.0,no,yes,no
11020,MN,415.0,yes,yes,yes
11021,OK,408.0,no,no,no
11022,KS,415.0,no,no,no
11023,RI,415.0,no,no,no
11024,DC,415.0,no,no,no
11025,IL,408.0,yes,no,no
11026,UT,510.0,no,no,no
11027,MN,415.0,no,no,yes
11028,WI,408.0,no,no,no
11029,MI,415.0,no,no,yes
11030,MI,415.0,no,yes,no
11031,MA,415.0,no,no,no
11032,AL,510.0,no,no,no
11033,SC,510.0,no,no,yes
11034,WI,415.0,yes,no,no
11035,VT,510.0,no,yes,no
11036,CT,408.0,no,no,no
11037,OR,510.0,no,no,no
11038,HI,415.0,no,no,no
11039,WV,415.0,no,no,no
11040,RI,408.0,no,no,no
11041,MI,408.0,no,no,yes
11042,ME,415.0,no,yes,no
11043,WV,510.0,no,no,yes
11044,NE,510.0,no,no,no
11045,DC,415.0,no,no,no
11046,NH,408.0,no,yes,no
11047,MD,415.0,no,yes,no
11048,NH,408.0,no,yes,no
11049,WV,510.0,no,yes,no
11050,IL,415.0,no,yes,no
11051,OK,510.0,no,no,no
11052,NH,415.0,no,yes,no
11053,MI,415.0,no,no,no
11054,ND,415.0,no,no,no
11055,LA,408.0,no,no,no
11056,HI,415.0,no,yes,no
11057,NJ,415.0,no,no,yes
11058,WV,408.0,no,no,no
11059,NC,510.0,no,no,no
11060,PA,415.0,yes,no,no
11061,MI,408.0,no,no,no
11062,WY,415.0,no,no,no
