state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,customer_id
OR,161,415.0,no,no,0.0,105.4,70.0,,214.8,122.0,18.26,223.6,,10.06,7.8,5.0,2.11,0.0,no,33262924.0
TX,50,510.0,no,no,0.0,,,32.11,203.9,104.0,,151.8,124.0,6.83,11.6,8.0,3.13,3.0,no,31927635.0
MO,103,408.0,no,yes,24.0,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81.0,12.07,6.9,4.0,1.86,1.0,no,24575714.0
ND,84,415.0,no,yes,33.0,159.1,106.0,27.05,149.8,101.0,12.73,213.4,108.0,9.6,13.0,18.0,3.51,1.0,no,152009.0
MN,92,510.0,no,no,0.0,212.4,105.0,36.11,224.6,118.0,19.09,221.3,105.0,9.96,9.0,4.0,,1.0,no,25684416.0
NV,77,415.0,no,no,0.0,142.3,112.0,24.19,306.3,,26.04,196.5,82.0,8.84,9.9,1.0,2.67,1.0,no,28032050.0
NY,64,415.0,yes,no,0.0,346.8,,58.96,249.5,79.0,21.21,275.4,102.0,12.39,13.3,9.0,3.59,1.0,yes,25593013.0
FL,159,415.0,no,yes,15.0,113.9,102.0,19.36,145.3,146.0,12.35,195.2,137.0,8.78,11.8,9.0,3.19,1.0,no,13465927.0
KS,110,415.0,yes,yes,27.0,267.9,103.0,,263.3,74.0,22.38,178.1,106.0,8.01,8.3,2.0,2.24,1.0,yes,25666645.0
NV,138,510.0,no,no,0.0,171.4,117.0,,115.2,128.0,9.79,224.5,115.0,,17.0,4.0,4.59,3.0,no,31794381.0
NV,178,408.0,no,no,,275.4,150.0,46.82,187.5,62.0,15.94,147.1,126.0,6.62,13.6,3.0,3.67,1.0,no,14522080.0
SC,38,415.0,no,yes,,197.2,118.0,33.52,249.9,70.0,21.24,298.9,104.0,13.45,3.9,2.0,,0.0,no,55339535.0
MI,50,415.0,no,yes,35.0,192.6,97.0,32.74,135.2,101.0,11.49,216.2,101.0,9.73,,2.0,2.13,2.0,no,5368428.0
MI,45,510.0,no,yes,26.0,91.7,104.0,15.59,,,,63.3,103.0,2.85,7.7,5.0,2.08,1.0,no,12096905.0
TN,70,510.0,no,no,0.0,126.3,,21.47,141.6,,12.04,255.9,96.0,11.52,9.6,2.0,2.59,0.0,no,34548008.0
NY,147,510.0,no,yes,33.0,251.5,107.0,42.76,234.1,110.0,19.9,213.4,87.0,9.6,10.4,6.0,2.81,3.0,no,304669112.0
NV,94,510.0,no,no,0.0,190.6,,32.4,152.3,95.0,12.95,144.7,97.0,6.51,7.5,5.0,2.03,1.0,no,12326955.0
IL,179,510.0,no,no,0.0,116.1,101.0,19.74,201.8,,,181.9,103.0,8.19,,5.0,3.13,0.0,no,38500534.0
MS,116,415.0,no,no,,217.3,91.0,36.94,216.1,95.0,18.37,148.1,76.0,6.66,11.3,3.0,3.05,2.0,no,27097187.0
ND,59,510.0,no,no,0.0,179.4,80.0,30.5,,99.0,19.76,175.8,105.0,7.91,,3.0,3.97,0.0,no,52730850.0
NC,165,415.0,no,no,,207.7,109.0,35.31,164.8,94.0,14.01,54.5,91.0,2.45,7.9,3.0,2.13,0.0,no,57499832.0
MI,133,408.0,no,no,0.0,277.3,138.0,47.14,228.4,117.0,19.41,117.3,103.0,5.28,12.8,4.0,3.46,2.0,yes,9236894.0
TN,140,415.0,no,no,0.0,125.3,84.0,21.3,167.6,,14.25,260.6,94.0,11.73,8.4,4.0,2.27,1.0,no,24292302.0
VT,93,408.0,no,yes,32.0,138.1,91.0,23.48,167.3,72.0,14.22,238.9,115.0,10.75,6.8,3.0,1.84,2.0,no,54045646.0
OK,52,510.0,no,yes,38.0,169.3,,28.78,225.9,97.0,19.2,172.0,86.0,7.74,8.2,3.0,2.21,0.0,no,22814164.0
DE,64,415.0,no,yes,27.0,201.3,101.0,34.22,143.8,89.0,12.22,150.2,127.0,6.76,12.3,3.0,3.32,1.0,no,57779662.0
ND,12,510.0,yes,no,0.0,216.7,117.0,36.84,116.5,,,,110.0,9.9,,4.0,2.65,2.0,no,22640999.0
OR,48,415.0,no,no,,190.4,92.0,32.37,317.5,85.0,26.99,133.4,113.0,6.0,8.3,4.0,2.24,2.0,no,31909773.0
NY,181,408.0,no,no,0.0,143.3,91.0,,,58.0,16.62,223.3,95.0,,6.0,7.0,1.62,1.0,no,16787350.0
MO,168,415.0,no,yes,,97.4,,16.56,203.6,98.0,17.31,173.9,124.0,7.83,11.4,2.0,3.08,2.0,no,54587373.0
FL,155,415.0,no,no,0.0,181.4,111.0,30.84,167.7,92.0,14.25,168.5,122.0,7.58,,3.0,3.05,3.0,no,58465030.0
ND,105,510.0,no,no,0.0,246.4,,,256.2,101.0,21.78,169.0,151.0,7.61,3.8,4.0,1.03,0.0,no,23860497.0
NY,11,415.0,no,no,,143.4,130.0,24.38,289.4,50.0,24.6,194.0,100.0,8.73,9.7,6.0,2.62,2.0,no,38347779.0
ND,182,415.0,no,no,,104.9,,,198.5,120.0,16.87,258.2,91.0,11.62,8.0,,,2.0,no,24414799.0
NY,104,415.0,no,no,0.0,156.2,93.0,26.55,,54.0,16.41,222.7,94.0,10.02,13.1,5.0,3.54,1.0,no,27329242.0
OH,102,415.0,no,no,0.0,,125.0,19.52,81.9,126.0,6.96,304.3,101.0,13.69,12.0,4.0,3.24,0.0,no,24653081.0
AL,122,415.0,no,no,0.0,,,39.53,205.5,120.0,17.47,213.7,91.0,9.62,11.9,2.0,3.21,0.0,no,22958599.0
SC,41,415.0,no,no,0.0,143.6,117.0,24.41,152.4,108.0,,194.4,110.0,8.75,8.6,3.0,2.32,1.0,no,14341523.0
GA,132,415.0,no,no,0.0,176.7,132.0,30.04,244.1,80.0,20.75,176.3,120.0,7.93,9.1,4.0,2.46,2.0,no,740886.0
WY,76,415.0,no,no,0.0,263.4,,44.78,230.3,,19.58,170.6,101.0,7.68,11.4,5.0,3.08,1.0,yes,64895360.0
WV,13,415.0,no,no,0.0,146.4,74.0,24.89,148.5,92.0,12.62,216.7,96.0,9.75,11.3,3.0,3.05,1.0,no,51792471.0
HI,115,415.0,no,yes,33.0,145.0,72.0,24.65,194.5,157.0,16.53,242.3,138.0,10.9,14.2,3.0,3.83,2.0,no,24452369.0
WV,67,408.0,no,no,0.0,167.8,91.0,28.53,,69.0,14.25,110.3,71.0,4.96,8.4,12.0,2.27,1.0,no,41419086.0
LA,154,510.0,no,no,0.0,166.9,99.0,28.37,,97.0,13.17,189.4,89.0,8.52,7.2,5.0,1.94,0.0,no,51277507.0
AR,100,510.0,no,no,0.0,142.5,87.0,24.23,195.7,88.0,16.63,122.1,,5.49,7.8,8.0,2.11,2.0,no,69008423.0
AK,146,510.0,yes,no,,133.0,65.0,22.61,262.8,93.0,22.34,214.3,128.0,9.64,11.2,3.0,3.02,1.0,no,3449238.0
DC,148,415.0,no,yes,11.0,252.9,129.0,42.99,284.3,88.0,24.17,262.8,99.0,11.83,12.3,1.0,3.32,1.0,no,310495494.0
AL,67,415.0,no,yes,28.0,,94.0,16.15,291.2,73.0,24.75,159.6,114.0,7.18,10.0,2.0,2.7,2.0,no,34884809.0
UT,161,510.0,yes,no,0.0,194.2,106.0,33.01,249.4,105.0,21.2,254.9,129.0,11.47,12.9,1.0,,1.0,yes,25041864.0
KS,70,415.0,no,no,0.0,222.8,114.0,,215.9,113.0,18.35,223.5,122.0,10.06,0.0,0.0,0.0,1.0,no,25293028.0
MN,116,510.0,no,no,0.0,201.8,82.0,34.31,,,19.68,226.1,130.0,10.17,,5.0,,0.0,no,58232042.0
VA,99,415.0,no,yes,42.0,216.0,125.0,36.72,232.3,104.0,,215.5,100.0,,9.3,4.0,2.51,2.0,yes,32250052.0
UT,87,415.0,no,no,,146.3,,,171.8,,14.6,167.5,66.0,7.54,5.3,9.0,1.43,1.0,no,312653587.0
IN,87,510.0,no,no,0.0,,85.0,39.92,140.9,91.0,11.98,204.3,93.0,9.19,9.5,5.0,2.57,1.0,no,4834438.0
CT,70,408.0,no,no,0.0,198.6,111.0,33.76,213.9,115.0,18.18,171.2,105.0,7.7,10.6,6.0,2.86,2.0,no,27393610.0
DE,131,408.0,no,no,0.0,,80.0,16.05,215.1,101.0,18.28,179.7,108.0,8.09,13.1,9.0,3.54,2.0,no,64713399.0
VT,119,510.0,no,no,0.0,190.4,74.0,32.37,215.6,,18.33,161.2,111.0,7.25,10.0,1.0,2.7,2.0,no,42681072.0
MO,119,408.0,no,yes,32.0,142.6,77.0,24.24,208.2,126.0,17.7,171.0,102.0,,,2.0,3.24,3.0,no,34237115.0
RI,87,510.0,yes,no,0.0,134.2,80.0,22.81,165.0,71.0,14.03,173.1,102.0,7.79,10.7,5.0,2.89,0.0,no,27447291.0
CA,112,415.0,no,no,0.0,111.9,92.0,19.02,,,,146.8,79.0,6.61,14.1,3.0,3.81,5.0,yes,68385913.0
RI,75,415.0,no,no,0.0,122.8,89.0,20.88,211.3,104.0,17.96,261.4,91.0,11.76,10.7,2.0,2.89,2.0,no,2189579.0
CT,150,510.0,no,no,0.0,189.3,77.0,32.18,220.9,105.0,18.78,238.7,,10.74,9.2,5.0,2.48,4.0,no,22111066.0
IN,161,510.0,no,yes,38.0,240.4,112.0,40.87,201.8,,,206.1,112.0,9.27,16.1,6.0,4.35,0.0,no,56620800.0
FL,91,510.0,yes,yes,24.0,,,15.9,,128.0,,240.7,,10.83,9.9,3.0,2.67,0.0,no,7671241.0
KS,124,415.0,no,no,0.0,,104.0,26.96,211.2,77.0,17.95,179.3,,8.07,10.2,8.0,2.75,3.0,no,55528616.0
NY,94,510.0,yes,no,,,109.0,41.34,147.0,88.0,12.5,94.9,99.0,4.27,,4.0,1.94,4.0,no,320511223.0
TX,217,408.0,no,no,0.0,,115.0,29.99,158.8,128.0,13.5,306.6,107.0,,9.3,3.0,2.51,4.0,no,27807460.0
RI,158,510.0,no,no,0.0,220.9,129.0,37.55,242.2,108.0,20.59,233.3,75.0,10.5,,5.0,1.73,0.0,no,32183485.0
NV,102,415.0,no,no,0.0,144.4,87.0,24.55,,128.0,22.65,217.6,59.0,9.79,7.1,7.0,1.92,0.0,no,740522.0
UT,85,510.0,no,no,0.0,,107.0,36.09,228.4,103.0,19.41,163.3,116.0,7.35,7.7,3.0,2.08,0.0,no,34097691.0
OK,79,510.0,no,no,0.0,,72.0,,165.7,102.0,,243.2,107.0,10.94,8.4,9.0,2.27,1.0,no,10028546.0
MN,139,510.0,no,yes,25.0,96.2,112.0,16.35,178.9,70.0,15.21,182.1,84.0,8.19,12.9,10.0,3.48,2.0,no,10555233.0
NC,103,415.0,no,no,0.0,263.4,118.0,44.78,179.1,69.0,,214.7,112.0,9.66,10.3,2.0,2.78,0.0,no,68139245.0
OR,98,415.0,yes,no,0.0,,67.0,2.13,256.6,90.0,21.81,169.4,88.0,7.62,7.7,9.0,2.08,1.0,no,57275836.0
NH,78,408.0,no,no,0.0,,116.0,27.59,192.4,86.0,,240.6,100.0,10.83,10.1,3.0,2.73,2.0,no,34285478.0
AK,50,408.0,no,no,0.0,,107.0,31.21,58.6,118.0,4.98,202.6,99.0,9.12,8.7,3.0,2.35,1.0,no,28146850.0
OR,161,415.0,no,no,0.0,178.1,109.0,30.28,,86.0,12.45,137.6,78.0,6.19,8.5,2.0,2.3,1.0,no,23596174.0
KS,67,408.0,no,no,,201.4,101.0,34.24,97.6,122.0,8.3,202.5,119.0,9.11,7.0,3.0,1.89,0.0,no,31795248.0
WV,86,415.0,no,yes,38.0,,158.0,20.91,133.9,119.0,,138.2,103.0,6.22,13.3,4.0,3.59,1.0,no,50662659.0
GA,92,510.0,no,no,0.0,208.0,125.0,35.36,198.9,76.0,16.91,76.4,97.0,3.44,8.6,6.0,2.32,0.0,no,58232927.0
NM,174,415.0,no,no,0.0,239.2,72.0,40.66,188.5,124.0,,105.6,116.0,4.75,8.8,3.0,2.38,1.0,no,29357688.0
OH,124,510.0,no,no,0.0,193.0,97.0,32.81,89.8,99.0,7.63,172.8,104.0,7.78,15.3,3.0,4.13,1.0,no,58871369.0
ND,132,415.0,no,yes,31.0,174.5,101.0,29.67,245.6,105.0,,172.8,76.0,7.78,10.3,9.0,2.78,1.0,no,25590951.0
RI,190,415.0,no,yes,26.0,116.7,71.0,19.84,,88.0,12.4,175.1,103.0,7.88,,,2.67,1.0,no,54994108.0
HI,101,510.0,no,no,0.0,93.8,127.0,,150.0,104.0,12.75,241.1,116.0,10.85,10.7,2.0,2.89,1.0,no,22764641.0
WY,185,415.0,yes,yes,30.0,154.1,114.0,,118.7,,,258.4,105.0,11.63,12.9,3.0,3.48,2.0,no,16800344.0
NY,68,415.0,no,yes,29.0,239.5,82.0,40.72,203.8,105.0,17.32,167.8,70.0,7.55,9.9,6.0,2.67,0.0,no,38946786.0
KS,117,510.0,no,yes,25.0,216.0,140.0,36.72,224.1,69.0,19.05,267.9,112.0,12.06,,4.0,3.19,0.0,no,54549084.0
LA,118,408.0,no,no,0.0,187.4,97.0,31.86,177.8,89.0,15.11,233.4,,10.5,12.2,6.0,3.29,1.0,no,14351209.0
PA,124,415.0,no,no,0.0,167.4,119.0,28.46,,143.0,19.82,109.6,115.0,4.93,10.3,5.0,2.78,0.0,no,56136427.0
NV,22,510.0,no,no,0.0,160.4,108.0,,218.1,88.0,18.54,192.9,115.0,8.68,12.5,4.0,3.38,1.0,no,23917214.0
MN,75,415.0,no,no,0.0,143.2,92.0,24.34,209.1,142.0,17.77,173.0,96.0,7.79,11.9,9.0,3.21,1.0,no,25648734.0
PA,134,408.0,no,no,0.0,205.3,122.0,34.9,240.5,155.0,20.44,179.1,107.0,,5.0,9.0,,1.0,no,7283492.0
MO,164,408.0,no,yes,,,88.0,37.25,151.5,99.0,12.88,50.1,60.0,2.25,14.3,6.0,3.86,1.0,no,24197741.0
NY,44,510.0,no,no,,143.2,77.0,24.34,169.8,114.0,14.43,215.8,77.0,9.71,7.6,4.0,2.05,1.0,no,317000495.0
ME,177,415.0,no,no,0.0,232.8,106.0,39.58,175.2,97.0,14.89,212.2,77.0,9.55,,7.0,,2.0,no,4361242.0
NH,110,408.0,no,no,0.0,162.0,81.0,27.54,247.5,89.0,,155.5,99.0,7.0,,8.0,2.4,0.0,no,52628302.0
WY,53,415.0,no,yes,27.0,25.9,119.0,4.4,206.5,96.0,17.55,228.1,64.0,10.26,6.5,7.0,1.76,1.0,no,6163570.0
NY,108,415.0,no,no,0.0,,123.0,26.21,112.3,86.0,9.55,246.4,75.0,11.09,15.4,4.0,4.16,4.0,yes,54381504.0
ME,80,408.0,no,no,0.0,322.3,113.0,54.79,222.0,95.0,,162.8,123.0,7.33,6.7,8.0,1.81,0.0,yes,28718500.0
MN,158,408.0,no,no,0.0,209.9,112.0,35.68,,,,210.0,93.0,9.45,8.2,3.0,2.21,1.0,no,58658121.0
OH,114,415.0,no,no,0.0,,88.0,32.56,175.2,78.0,14.89,220.3,118.0,9.91,0.0,0.0,0.0,0.0,no,50015429.0
NC,64,408.0,no,yes,19.0,,150.0,49.49,226.7,,19.27,219.1,67.0,9.86,7.5,2.0,2.03,1.0,no,23034069.0
SD,88,415.0,no,no,0.0,215.6,115.0,36.65,216.2,85.0,18.38,,65.0,7.71,11.8,1.0,3.19,3.0,no,9643602.0
UT,82,510.0,yes,no,,208.8,,35.5,213.7,,18.16,175.1,,,,6.0,,3.0,no,38730347.0
KY,111,415.0,no,no,0.0,255.9,97.0,43.5,204.1,129.0,17.35,171.3,84.0,7.71,,5.0,3.32,3.0,no,307640417.0
MT,60,408.0,no,no,0.0,252.7,97.0,42.96,221.1,,18.79,109.9,100.0,4.95,12.4,4.0,3.35,2.0,no,58408659.0
NJ,113,408.0,no,no,0.0,132.1,,22.46,247.5,107.0,21.04,246.2,123.0,11.08,6.9,6.0,,3.0,no,27331859.0
FL,109,408.0,no,no,,217.0,,36.89,207.0,,17.6,268.0,106.0,12.06,8.2,4.0,2.21,1.0,no,16952525.0
IN,105,510.0,no,yes,42.0,101.9,,17.32,223.1,97.0,18.96,241.6,77.0,10.87,,2.0,3.48,0.0,no,69255859.0
DE,85,510.0,no,no,0.0,211.5,100.0,35.96,184.6,88.0,15.69,164.3,131.0,7.39,13.3,4.0,3.59,2.0,no,50835032.0
AL,131,510.0,no,no,0.0,153.4,86.0,,,81.0,16.87,164.4,83.0,7.4,10.4,3.0,2.81,0.0,no,25214305.0
ME,59,510.0,no,no,0.0,166.3,,28.27,239.3,87.0,20.34,123.2,108.0,5.54,10.0,3.0,2.7,2.0,no,50850981.0
SD,148,408.0,no,no,0.0,185.2,87.0,31.48,170.4,96.0,14.48,165.1,104.0,7.43,,,2.57,1.0,no,303795967.0
VA,210,408.0,no,no,0.0,104.6,121.0,17.78,149.5,71.0,12.71,255.1,67.0,11.48,6.5,8.0,1.76,2.0,no,58764366.0
AK,115,415.0,no,no,0.0,,105.0,41.68,159.0,109.0,13.52,229.9,74.0,,7.2,8.0,1.94,0.0,no,305892119.0
ID,106,510.0,no,no,0.0,274.4,120.0,46.65,198.6,,16.88,160.8,62.0,7.24,6.0,3.0,1.62,1.0,no,54711429.0
RI,93,415.0,no,no,0.0,,,16.73,249.6,129.0,21.22,248.2,114.0,11.17,14.2,4.0,3.83,1.0,no,28138295.0
KY,57,415.0,no,yes,29.0,279.9,,47.58,223.1,109.0,18.96,251.7,94.0,11.33,13.0,2.0,3.51,1.0,no,28110013.0
ND,98,510.0,no,no,0.0,187.2,127.0,31.82,195.6,88.0,16.63,181.8,129.0,,5.1,4.0,1.38,1.0,no,312648843.0
HI,157,415.0,no,no,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,0.59,3.0,no,33766023.0
WI,116,415.0,no,yes,35.0,200.4,104.0,34.07,272.8,89.0,23.19,214.5,100.0,9.65,8.3,4.0,2.24,1.0,no,55368047.0
WV,30,510.0,no,no,0.0,162.3,96.0,27.59,244.0,122.0,20.74,180.1,89.0,8.1,9.1,4.0,2.46,2.0,no,68337310.0
NJ,111,510.0,no,no,0.0,176.9,128.0,30.07,102.8,56.0,8.74,213.7,84.0,9.62,10.5,2.0,2.84,4.0,yes,22947501.0
KS,52,415.0,no,no,0.0,165.5,78.0,28.14,205.5,89.0,17.47,213.6,124.0,9.61,12.2,6.0,3.29,0.0,no,10816403.0
AL,72,415.0,no,no,0.0,217.8,93.0,37.03,,113.0,16.12,182.6,91.0,8.22,10.4,5.0,2.81,4.0,no,28893071.0
NJ,135,510.0,no,yes,28.0,201.4,100.0,34.24,246.5,117.0,20.95,154.8,131.0,6.97,12.9,4.0,3.48,2.0,yes,59214155.0
NC,86,510.0,no,no,0.0,190.5,115.0,32.39,179.6,130.0,15.27,258.5,89.0,11.63,10.1,5.0,2.73,3.0,no,62601737.0
DE,98,415.0,no,yes,,179.9,97.0,30.58,189.2,89.0,16.08,,76.0,7.39,12.8,7.0,3.46,3.0,no,33354432.0
WY,151,510.0,no,no,0.0,,104.0,40.1,,91.0,6.85,212.8,116.0,9.58,5.8,2.0,1.57,3.0,no,22167936.0
ID,118,415.0,no,no,0.0,,112.0,23.87,187.1,60.0,15.9,,155.0,,7.9,1.0,2.13,0.0,no,29693124.0
NY,117,415.0,no,no,0.0,144.6,115.0,24.58,258.8,66.0,22.0,253.2,113.0,,7.4,9.0,2.0,2.0,no,25468042.0
MO,55,510.0,no,no,0.0,189.0,100.0,,118.5,99.0,10.07,248.1,87.0,11.16,17.1,6.0,4.62,0.0,no,308849140.0
ID,82,408.0,no,no,0.0,101.0,93.0,,155.6,104.0,13.23,304.4,93.0,13.7,13.3,2.0,3.59,0.0,no,28859742.0
IA,152,415.0,no,no,0.0,206.3,98.0,35.07,292.8,82.0,24.89,43.7,121.0,1.97,10.6,4.0,2.86,1.0,no,59761890.0
TN,108,408.0,no,yes,15.0,165.1,85.0,,267.0,93.0,22.7,250.7,114.0,11.28,10.9,4.0,,1.0,no,44991776.0
OH,98,408.0,no,no,0.0,165.0,129.0,28.05,202.6,113.0,,172.3,94.0,7.75,12.5,7.0,3.38,1.0,yes,55858294.0
IL,130,415.0,no,no,0.0,155.9,95.0,26.5,256.1,97.0,21.77,262.9,103.0,11.83,11.7,3.0,3.16,3.0,no,51996734.0
FL,136,408.0,yes,no,0.0,,122.0,33.86,214.7,114.0,18.25,150.9,105.0,6.79,11.8,7.0,3.19,1.0,no,22534259.0
MA,47,415.0,no,no,,155.3,116.0,26.4,188.2,85.0,,247.0,73.0,11.12,12.3,4.0,3.32,3.0,no,25461484.0
OK,189,415.0,no,no,0.0,208.3,106.0,,236.7,123.0,20.12,179.1,120.0,8.06,11.3,5.0,3.05,3.0,no,24941759.0
KY,107,415.0,no,no,0.0,157.1,79.0,26.71,162.6,124.0,13.82,,138.0,6.75,12.1,,3.27,1.0,no,55294946.0
MI,91,415.0,no,no,0.0,154.4,165.0,26.25,168.3,,,239.9,81.0,10.8,11.7,,3.16,5.0,yes,63835417.0
NE,159,415.0,no,no,0.0,189.1,105.0,32.15,246.1,147.0,20.92,242.0,106.0,10.89,10.4,5.0,2.81,1.0,yes,7204175.0
VA,11,408.0,no,yes,24.0,131.5,,22.36,230.2,111.0,19.57,283.7,87.0,12.77,10.0,3.0,2.7,2.0,no,24626103.0
NY,167,415.0,no,no,0.0,166.4,85.0,28.29,243.2,135.0,20.67,229.2,95.0,10.31,9.9,5.0,2.67,1.0,no,25535360.0
MT,111,408.0,no,no,0.0,142.3,75.0,24.19,122.8,106.0,,229.5,94.0,10.33,12.8,9.0,3.46,2.0,no,50636778.0
VT,99,408.0,no,yes,19.0,87.7,103.0,14.91,223.0,86.0,18.96,182.3,112.0,8.2,7.3,4.0,1.97,2.0,no,33406950.0
KS,159,415.0,no,yes,19.0,,78.0,31.3,194.5,,16.53,225.6,101.0,10.15,16.9,3.0,4.56,0.0,no,38984449.0
VA,114,415.0,yes,yes,31.0,174.5,,29.67,224.2,92.0,19.06,116.3,91.0,,12.3,10.0,3.32,2.0,no,41401746.0
AL,71,415.0,no,no,0.0,103.3,103.0,17.56,138.5,79.0,11.77,164.8,98.0,7.42,9.0,2.0,2.43,2.0,no,25248170.0
PA,122,415.0,no,no,0.0,35.1,62.0,5.97,180.8,89.0,15.37,251.6,58.0,11.32,12.7,2.0,3.43,1.0,no,22892962.0
AL,100,408.0,no,,25.0,246.6,94.0,41.92,141.4,112.0,12.02,189.8,109.0,8.54,13.0,5.0,3.51,1.0,no,28086809.0
WV,83,415.0,no,yes,37.0,78.5,109.0,13.35,210.5,,17.89,179.7,102.0,8.09,11.8,4.0,3.19,1.0,no,33515917.0
NV,64,408.0,no,no,0.0,148.1,73.0,,164.9,101.0,14.02,216.0,125.0,9.72,,2.0,3.32,5.0,yes,23623077.0
TN,105,408.0,no,no,0.0,,84.0,35.05,256.4,138.0,21.79,117.1,91.0,,9.0,3.0,2.43,1.0,no,59574046.0
ID,144,415.0,no,yes,33.0,251.6,87.0,42.77,197.6,118.0,16.8,209.2,97.0,9.41,,3.0,3.29,2.0,no,55246904.0
WY,106,415.0,yes,yes,26.0,270.3,111.0,45.95,215.2,90.0,18.29,254.0,,11.43,14.4,7.0,3.89,1.0,yes,69217545.0
TX,19,510.0,no,yes,34.0,156.6,,26.62,,97.0,19.06,260.9,135.0,11.74,11.3,1.0,3.05,1.0,no,56129562.0
MA,46,408.0,no,no,0.0,139.4,81.0,23.7,223.7,113.0,19.01,173.1,77.0,7.79,,6.0,3.67,1.0,no,67660050.0
IL,127,510.0,no,no,0.0,220.2,108.0,37.43,,124.0,16.01,172.7,113.0,7.77,11.7,3.0,3.16,2.0,no,28625531.0
LA,9,415.0,no,yes,,214.1,108.0,36.4,169.2,115.0,14.38,189.7,117.0,8.54,10.1,3.0,2.73,1.0,no,35714161.0
CO,157,415.0,no,no,0.0,196.0,,33.32,213.4,96.0,18.14,196.8,81.0,8.86,,6.0,2.13,1.0,no,57386963.0
UT,105,415.0,no,no,0.0,106.4,71.0,18.09,240.1,,20.41,147.7,114.0,6.65,5.3,4.0,1.43,6.0,yes,24297053.0
MI,105,415.0,no,yes,29.0,179.4,113.0,30.5,275.4,,23.41,246.1,,11.07,10.0,5.0,2.7,0.0,no,32296717.0
NH,155,408.0,no,no,0.0,,30.0,36.84,144.3,125.0,12.27,135.3,106.0,6.09,10.8,1.0,2.92,2.0,no,6459051.0
ID,31,415.0,no,no,0.0,177.3,129.0,30.14,152.8,105.0,12.99,162.9,92.0,7.33,5.1,2.0,1.38,0.0,no,304632391.0
WA,161,415.0,no,no,0.0,151.6,117.0,,219.4,87.0,18.65,224.7,,10.11,4.0,5.0,1.08,1.0,no,53310421.0
MN,95,408.0,no,yes,32.0,262.2,123.0,44.57,165.2,82.0,,194.3,57.0,8.74,10.6,5.0,2.86,0.0,no,26895656.0
NY,122,415.0,no,no,0.0,173.6,110.0,29.51,91.7,84.0,7.79,211.7,103.0,,9.7,7.0,2.62,3.0,no,25533050.0
MD,37,415.0,yes,no,,106.6,76.0,18.12,147.4,89.0,12.53,235.8,113.0,10.61,9.6,8.0,2.59,2.0,no,59102426.0
GA,132,415.0,no,no,0.0,193.3,,32.86,128.3,94.0,10.91,162.1,119.0,7.29,11.6,4.0,3.13,5.0,yes,33771833.0
HI,119,408.0,no,yes,,217.2,,36.92,138.7,52.0,,139.3,,6.27,,4.0,,0.0,no,31470065.0
AL,16,408.0,no,no,0.0,209.5,89.0,35.62,172.8,85.0,,94.1,102.0,4.23,8.8,4.0,2.38,1.0,no,303697619.0
CT,99,408.0,no,no,,95.4,105.0,16.22,,101.0,,136.0,117.0,6.12,5.6,5.0,1.51,1.0,no,67320887.0
CO,76,408.0,no,yes,26.0,214.6,110.0,36.48,205.2,87.0,17.44,134.6,140.0,6.06,8.1,2.0,2.19,1.0,no,11041316.0
KS,167,415.0,no,no,0.0,,120.0,22.37,211.3,,17.96,168.3,97.0,7.57,11.1,4.0,3.0,4.0,yes,24403933.0
NJ,129,415.0,no,no,0.0,168.4,117.0,28.63,217.1,129.0,18.45,81.6,100.0,3.67,11.8,7.0,3.19,1.0,no,38348603.0
FL,116,408.0,no,no,0.0,146.4,123.0,24.89,176.6,113.0,15.01,212.6,102.0,9.57,7.8,5.0,2.11,1.0,no,58297458.0
CA,60,415.0,yes,no,,183.0,110.0,31.11,206.7,93.0,17.57,203.8,119.0,9.17,11.1,6.0,3.0,1.0,no,11951910.0
KS,128,415.0,no,no,0.0,103.3,,,245.9,123.0,20.9,161.1,95.0,7.25,6.4,7.0,1.73,0.0,no,54540182.0
TX,47,408.0,no,yes,28.0,112.2,70.0,19.07,154.8,,13.16,166.7,105.0,7.5,10.6,2.0,2.86,0.0,no,15398316.0
MN,40,510.0,yes,no,0.0,170.7,,29.02,179.1,108.0,,281.9,89.0,12.69,8.2,9.0,2.21,3.0,no,27318351.0
AK,173,510.0,no,no,0.0,172.5,78.0,29.33,142.6,91.0,12.12,102.0,63.0,4.59,,2.0,2.94,0.0,no,25111451.0
OR,157,510.0,no,yes,,194.3,107.0,33.03,243.2,108.0,20.67,322.2,114.0,14.5,,5.0,1.92,1.0,no,54293337.0
MS,66,408.0,no,yes,32.0,,117.0,31.93,129.8,90.0,,132.3,113.0,5.95,12.0,,3.24,2.0,no,57339525.0
VT,50,415.0,yes,yes,,,94.0,,289.4,78.0,24.6,174.9,109.0,7.87,8.0,,2.16,0.0,no,59839134.0
UT,72,415.0,no,no,,118.2,,20.09,167.2,136.0,14.21,214.2,106.0,9.64,12.2,3.0,3.29,3.0,no,34393512.0
