account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,state,area_code,international_plan,voice_mail_plan,churn
59.0,0.0,166.3,93.0,28.27,239.3,87.0,20.34,123.2,108.0,5.54,10.0,3.0,2.7,2.0,ME,510.0,no,no,no
148.0,0.0,185.2,87.0,31.48,170.4,96.0,14.48,165.1,104.0,7.43,9.34,9.0,2.57,1.0,SD,408.0,no,no,no
210.0,0.0,104.6,121.0,17.78,149.5,71.0,12.71,255.1,67.0,11.48,6.5,8.0,1.76,2.0,VA,408.0,no,no,no
115.0,0.0,238.08,105.0,41.68,159.0,109.0,13.52,229.9,74.0,10.297999999999998,7.2,8.0,1.94,0.0,AK,415.0,no,no,no
106.0,0.0,274.4,120.0,46.65,198.6,88.2,16.88,160.8,62.0,7.24,6.0,3.0,1.62,1.0,ID,510.0,no,no,no
93.0,0.0,113.94,104.0,16.73,249.6,129.0,21.22,248.2,114.0,11.17,14.2,4.0,3.83,1.0,RI,415.0,no,no,no
57.0,29.0,279.9,121.0,47.58,223.1,109.0,18.96,251.7,94.0,11.33,13.0,2.0,3.51,1.0,KY,415.0,no,yes,no
98.0,0.0,187.2,127.0,31.82,195.6,88.0,16.63,181.8,129.0,8.187999999999999,5.1,4.0,1.38,1.0,ND,510.0,no,no,no
157.0,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,2.2,4.0,0.59,3.0,HI,415.0,no,no,no
116.0,35.0,200.4,104.0,34.07,272.8,89.0,23.19,214.5,100.0,9.65,8.3,4.0,2.24,1.0,WI,415.0,no,yes,no
30.0,0.0,162.3,96.0,27.59,244.0,122.0,20.74,180.1,89.0,8.1,9.1,4.0,2.46,2.0,WV,510.0,no,no,no
111.0,0.0,176.9,128.0,30.07,102.8,56.0,8.74,213.7,84.0,9.62,10.5,2.0,2.84,4.0,NJ,510.0,no,no,yes
52.0,0.0,165.5,78.0,28.14,205.5,89.0,17.47,213.6,124.0,9.61,12.2,6.0,3.29,0.0,KS,415.0,no,no,no
72.0,0.0,217.8,93.0,37.03,195.98,113.0,16.12,182.6,91.0,8.22,10.4,5.0,2.81,4.0,AL,415.0,no,no,no
135.0,28.0,201.4,100.0,34.24,246.5,117.0,20.95,154.8,131.0,6.97,12.9,4.0,3.48,2.0,NJ,510.0,no,yes,yes
86.0,0.0,190.5,115.0,32.39,179.6,130.0,15.27,258.5,89.0,11.63,10.1,5.0,2.73,3.0,NC,510.0,no,no,no
98.0,16.8,179.9,97.0,30.58,189.2,89.0,16.08,195.36,76.0,7.39,12.8,7.0,3.46,3.0,DE,415.0,no,yes,no
151.0,0.0,228.78000000000003,104.0,40.1,122.64,91.0,6.85,212.8,116.0,9.58,5.8,2.0,1.57,3.0,WY,510.0,no,no,no
118.0,0.0,143.26000000000002,112.0,23.87,187.1,60.0,15.9,204.32,155.0,8.76,7.9,1.0,2.13,0.0,ID,415.0,no,no,no
117.0,0.0,144.6,115.0,24.58,258.8,66.0,22.0,253.2,113.0,10.856,7.4,9.0,2.0,2.0,NY,415.0,no,no,no
55.0,0.0,189.0,100.0,32.614,118.5,99.0,10.07,248.1,87.0,11.16,17.1,6.0,4.62,0.0,MO,510.0,no,no,no
82.0,0.0,101.0,93.0,23.15,155.6,104.0,13.23,304.4,93.0,13.7,13.3,2.0,3.59,0.0,ID,408.0,no,no,no
152.0,0.0,206.3,98.0,35.07,292.8,82.0,24.89,43.7,121.0,1.97,10.6,4.0,2.86,1.0,IA,415.0,no,no,no
108.0,15.0,165.1,85.0,30.888,267.0,93.0,22.7,250.7,114.0,11.28,10.9,4.0,2.764,1.0,TN,408.0,no,yes,no
98.0,0.0,165.0,129.0,28.05,202.6,113.0,17.176,172.3,94.0,7.75,12.5,7.0,3.38,1.0,OH,408.0,no,no,yes
130.0,0.0,155.9,95.0,26.5,256.1,97.0,21.77,262.9,103.0,11.83,11.7,3.0,3.16,3.0,IL,415.0,no,no,no
136.0,0.0,193.12,122.0,33.86,214.7,114.0,18.25,150.9,105.0,6.79,11.8,7.0,3.19,1.0,FL,408.0,yes,no,no
47.0,0.0,155.3,116.0,26.4,188.2,85.0,16.856,247.0,73.0,11.12,12.3,4.0,3.32,3.0,MA,415.0,no,no,no
189.0,0.0,208.3,106.0,36.129999999999995,236.7,123.0,20.12,179.1,120.0,8.06,11.3,5.0,3.05,3.0,OK,415.0,no,no,no
107.0,0.0,157.1,79.0,26.71,162.6,124.0,13.82,190.98,138.0,6.75,12.1,5.0,3.27,1.0,KY,415.0,no,no,no
91.0,0.0,154.4,165.0,26.25,168.3,108.0,13.919999999999998,239.9,81.0,10.8,11.7,3.6,3.16,5.0,MI,415.0,no,no,yes
159.0,0.0,189.1,105.0,32.15,246.1,147.0,20.92,242.0,106.0,10.89,10.4,5.0,2.81,1.0,NE,415.0,no,no,yes
11.0,24.0,131.5,96.2,22.36,230.2,111.0,19.57,283.7,87.0,12.77,10.0,3.0,2.7,2.0,VA,408.0,no,yes,no
167.0,0.0,166.4,85.0,28.29,243.2,135.0,20.67,229.2,95.0,10.31,9.9,5.0,2.67,1.0,NY,415.0,no,no,no
111.0,0.0,142.3,75.0,24.19,122.8,106.0,9.906,229.5,94.0,10.33,12.8,9.0,3.46,2.0,MT,408.0,no,no,no
99.0,19.0,87.7,103.0,14.91,223.0,86.0,18.96,182.3,112.0,8.2,7.3,4.0,1.97,2.0,VT,408.0,no,yes,no
159.0,19.0,193.0,78.0,31.3,194.5,93.4,16.53,225.6,101.0,10.15,16.9,3.0,4.56,0.0,KS,415.0,no,yes,no
114.0,31.0,174.5,103.0,29.67,224.2,92.0,19.06,116.3,91.0,7.406000000000001,12.3,10.0,3.32,2.0,VA,415.0,yes,yes,no
71.0,0.0,103.3,103.0,17.56,138.5,79.0,11.77,164.8,98.0,7.42,9.0,2.0,2.43,2.0,AL,415.0,no,no,no
122.0,0.0,35.1,62.0,5.97,180.8,89.0,15.37,251.6,58.0,11.32,12.7,2.0,3.43,1.0,PA,415.0,no,no,no
83.0,37.0,78.5,109.0,13.35,210.5,111.6,17.89,179.7,102.0,8.09,11.8,4.0,3.19,1.0,WV,415.0,no,yes,no
64.0,0.0,148.1,73.0,28.21,164.9,101.0,14.02,216.0,125.0,9.72,11.78,2.0,3.32,5.0,NV,408.0,no,no,yes
105.0,0.0,189.6,84.0,35.05,256.4,138.0,21.79,117.1,91.0,6.409999999999999,9.0,3.0,2.43,1.0,TN,408.0,no,no,no
144.0,33.0,251.6,87.0,42.77,197.6,118.0,16.8,209.2,97.0,9.41,10.16,3.0,3.29,2.0,ID,415.0,no,yes,no
106.0,26.0,270.3,111.0,45.95,215.2,90.0,18.29,254.0,124.6,11.43,14.4,7.0,3.89,1.0,WY,415.0,yes,yes,yes
19.0,34.0,156.6,87.8,26.62,203.02000000000004,97.0,19.06,260.9,135.0,11.74,11.3,1.0,3.05,1.0,TX,510.0,no,yes,no
46.0,0.0,139.4,81.0,23.7,223.7,113.0,19.01,173.1,77.0,7.79,11.64,6.0,3.67,1.0,MA,408.0,no,no,no
127.0,0.0,220.2,108.0,37.43,192.4,124.0,16.01,172.7,113.0,7.77,11.7,3.0,3.16,2.0,IL,510.0,no,no,no
9.0,33.8,214.1,108.0,36.4,169.2,115.0,14.38,189.7,117.0,8.54,10.1,3.0,2.73,1.0,LA,415.0,no,yes,no
157.0,0.0,196.0,82.2,33.32,213.4,96.0,18.14,196.8,81.0,8.86,8.26,6.0,2.13,1.0,CO,415.0,no,no,no
105.0,0.0,106.4,71.0,18.09,240.1,86.4,20.41,147.7,114.0,6.65,5.3,4.0,1.43,6.0,UT,415.0,no,no,yes
105.0,29.0,179.4,113.0,30.5,275.4,101.0,23.41,246.1,94.0,11.07,10.0,5.0,2.7,0.0,MI,415.0,no,yes,no
155.0,0.0,205.58,30.0,36.84,144.3,125.0,12.27,135.3,106.0,6.09,10.8,1.0,2.92,2.0,NH,408.0,no,no,no
31.0,0.0,177.3,129.0,30.14,152.8,105.0,12.99,162.9,92.0,7.33,5.1,2.0,1.38,0.0,ID,415.0,no,no,no
161.0,0.0,151.6,117.0,28.148000000000003,219.4,87.0,18.65,224.7,77.0,10.11,4.0,5.0,1.08,1.0,WA,415.0,no,no,no
95.0,32.0,262.2,123.0,44.57,165.2,82.0,15.789999999999996,194.3,57.0,8.74,10.6,5.0,2.86,0.0,MN,408.0,no,yes,no
122.0,0.0,173.6,110.0,29.51,91.7,84.0,7.79,211.7,103.0,9.462,9.7,7.0,2.62,3.0,NY,415.0,no,no,no
37.0,9.8,106.6,76.0,18.12,147.4,89.0,12.53,235.8,113.0,10.61,9.6,8.0,2.59,2.0,MD,415.0,yes,no,no
132.0,0.0,193.3,103.2,32.86,128.3,94.0,10.91,162.1,119.0,7.29,11.6,4.0,3.13,5.0,GA,415.0,no,no,yes
119.0,14.4,217.2,94.2,36.92,138.7,52.0,14.35,139.3,93.4,6.27,9.68,4.0,2.8139999999999996,0.0,HI,408.0,no,yes,no
16.0,0.0,209.5,89.0,35.62,172.8,85.0,14.606,94.1,102.0,4.23,8.8,4.0,2.38,1.0,AL,408.0,no,no,no
99.0,0.0,95.4,105.0,16.22,173.9,101.0,15.454,136.0,117.0,6.12,5.6,5.0,1.51,1.0,CT,408.0,no,no,no
76.0,26.0,214.6,110.0,36.48,205.2,87.0,17.44,134.6,140.0,6.06,8.1,2.0,2.19,1.0,CO,408.0,no,yes,no
167.0,0.0,120.16,120.0,22.37,211.3,96.2,17.96,168.3,97.0,7.57,11.1,4.0,3.0,4.0,KS,415.0,no,no,yes
129.0,0.0,168.4,117.0,28.63,217.1,129.0,18.45,81.6,100.0,3.67,11.8,7.0,3.19,1.0,NJ,415.0,no,no,no
116.0,0.0,146.4,123.0,24.89,176.6,113.0,15.01,212.6,102.0,9.57,7.8,5.0,2.11,1.0,FL,408.0,no,no,no
60.0,0.0,183.0,110.0,31.11,206.7,93.0,17.57,203.8,119.0,9.17,11.1,6.0,3.0,1.0,CA,415.0,yes,no,no
128.0,0.0,103.3,130.6,17.431999999999995,245.9,123.0,20.9,161.1,95.0,7.25,6.4,7.0,1.73,0.0,KS,415.0,no,no,no
47.0,28.0,112.2,70.0,19.07,154.8,96.8,13.16,166.7,105.0,7.5,10.6,2.0,2.86,0.0,TX,408.0,no,yes,no
40.0,0.0,170.7,73.6,29.02,179.1,108.0,15.694,281.9,89.0,12.69,8.2,9.0,2.21,3.0,MN,510.0,yes,no,no
173.0,0.0,172.5,78.0,29.33,142.6,91.0,12.12,102.0,63.0,4.59,10.5,2.0,2.94,0.0,AK,510.0,no,no,no
157.0,16.2,194.3,107.0,33.03,243.2,108.0,20.67,322.2,114.0,14.5,10.3,5.0,1.92,1.0,OR,510.0,no,yes,no
66.0,32.0,183.00000000000003,117.0,31.93,129.8,90.0,13.441999999999998,132.3,113.0,5.95,12.0,3.2,3.24,2.0,MS,408.0,no,yes,no
50.0,15.6,219.3,94.0,43.464,289.4,78.0,24.6,174.9,109.0,7.87,8.0,3.6,2.16,0.0,VT,415.0,yes,yes,no
72.0,0.0,118.2,114.8,20.09,167.2,136.0,14.21,214.2,106.0,9.64,12.2,3.0,3.29,3.0,UT,415.0,no,no,no
130.0,0.0,154.0,95.0,26.18,205.9,106.0,17.5,233.7,75.0,10.52,12.9,1.0,3.48,1.0,KS,510.0,no,no,no
143.0,0.0,155.5,101.0,26.44,213.4,89.0,18.14,237.9,61.0,10.71,7.6,11.0,2.05,1.0,NV,408.0,no,no,no
89.0,0.0,125.6,108.0,21.35,205.96,90.0,18.11,181.7,108.0,8.18,6.820000000000002,5.0,1.46,1.0,DE,510.0,yes,no,no
108.0,0.0,199.3,110.2,33.88,224.2,92.0,19.06,140.1,57.0,6.3,15.2,2.0,4.1,0.0,IN,415.0,no,no,no
32.0,12.8,160.26,88.0,26.84,180.8,132.0,15.37,161.54,102.0,5.96,12.8,3.0,3.46,1.0,TX,408.0,no,no,no
166.0,5.8,203.4,92.2,34.58,167.7,110.0,14.25,132.0,124.0,5.94,9.2,5.0,2.48,2.0,MA,415.0,no,no,no
109.0,0.0,222.2,109.2,37.77,218.5,122.0,18.57,266.0,88.0,11.97,10.9,5.0,2.94,1.0,VT,408.0,no,no,no
72.0,31.0,92.8,109.2,15.78,271.2,115.0,22.126,167.1,83.0,7.52,5.8,7.0,1.57,1.0,CA,408.0,no,yes,no
134.0,32.0,216.8,78.0,36.86,102.2,111.0,8.69,174.0,83.0,7.83,10.080000000000002,2.0,2.32,0.0,IA,415.0,no,yes,no
13.0,0.0,193.2,89.0,32.84,194.4,90.0,17.125999999999998,186.5,104.0,8.39,10.22,2.0,2.62,4.0,NH,415.0,no,no,no
90.0,0.0,113.2,108.0,20.332,189.3,63.0,16.09,271.8,124.0,12.23,14.1,4.0,3.398000000000001,3.0,GA,415.0,no,no,no
111.0,36.0,166.2,54.0,28.25,238.8,109.0,20.3,108.8,92.0,4.9,11.2,2.0,3.02,3.0,WI,415.0,no,yes,no
101.0,23.0,262.2,98.8,44.57,190.54,80.0,16.2,129.1,100.0,5.81,7.3,14.0,1.97,1.0,CO,408.0,no,yes,no
72.0,0.0,207.8,92.0,35.33,195.7,110.0,16.63,184.8,124.0,8.32,13.1,4.0,3.54,0.0,SC,415.0,no,no,no
67.0,35.0,231.16,89.0,41.72,148.2,102.0,12.6,274.0,136.0,12.33,8.22,6.0,2.03,1.0,MI,510.0,no,yes,no
172.0,0.0,287.1,108.0,48.81,185.22000000000003,125.0,15.16,153.2,98.0,6.89,14.4,2.0,3.89,3.0,MD,408.0,no,no,yes
154.0,19.2,192.3,82.0,32.69,165.3,134.0,14.668,205.0,74.0,9.23,9.0,1.0,2.43,2.0,IN,510.0,no,yes,no
69.0,7.2,194.2,122.0,33.01,242.1,81.0,20.58,215.8,80.0,9.71,9.7,3.0,2.62,2.0,ME,510.0,no,no,no
123.0,0.0,211.0,85.8,35.87,198.5,102.0,18.45,214.8,104.0,9.67,9.8,7.0,2.65,3.0,DC,415.0,no,no,no
130.0,12.0,141.9,92.0,24.12,201.28000000000003,102.0,17.112000000000002,195.1,110.6,8.78,8.7,5.0,2.35,0.0,TN,415.0,no,yes,no
142.0,26.0,220.5,94.0,37.49,239.5,126.0,20.36,254.3,109.0,11.44,5.9,9.0,1.59,2.0,FL,415.0,no,yes,no
29.0,0.0,157.4,122.0,26.76,145.0,75.0,12.33,281.8,92.0,12.68,9.3,2.0,2.51,1.0,WA,415.0,no,no,no
87.0,23.2,143.5,106.0,24.4,223.5,147.0,17.695999999999998,175.4,69.0,7.89,11.2,5.0,3.02,0.0,HI,408.0,no,yes,no
149.0,0.0,176.11999999999998,56.0,29.942,56.0,116.0,4.76,163.3,104.0,7.35,8.9,8.0,2.4,0.0,NE,415.0,no,no,no
146.0,0.0,160.1,63.0,27.256,208.4,120.8,17.71,177.6,98.0,7.99,9.2,3.0,2.48,2.0,TN,408.0,yes,no,no
88.0,0.0,235.1,98.0,39.97,251.8,79.0,21.4,285.9,76.0,12.87,7.2,2.0,1.94,4.0,MD,415.0,yes,no,yes
119.0,6.0,146.9,95.0,27.2,209.5,110.0,17.81,82.3,107.0,3.7,8.7,5.0,2.35,5.0,NM,415.0,yes,yes,yes
48.0,0.0,188.4,63.0,32.03,165.9,89.0,14.1,205.7,71.0,9.26,13.2,2.0,3.56,1.0,VT,510.0,no,no,no
135.0,0.0,194.8,97.0,33.12,235.3,118.0,20.0,174.4,126.0,7.851999999999999,11.0,4.4,2.97,1.0,OR,415.0,no,no,no
100.0,0.0,247.8,117.0,42.13,130.0,95.0,11.05,134.3,125.0,5.824,6.9,2.0,1.86,1.0,IN,510.0,no,no,no
98.0,0.0,221.2,80.0,35.936,213.6,104.0,18.16,291.8,89.0,13.13,11.9,3.0,3.21,4.0,MO,415.0,no,no,no
75.0,26.0,118.5,86.0,20.15,213.9,118.0,18.18,132.6,99.0,5.97,13.4,4.0,3.62,2.0,FL,510.0,no,yes,no
180.0,27.6,231.8,78.0,39.41,232.9,79.0,19.8,206.9,121.0,9.31,7.6,4.0,2.05,1.0,DC,415.0,no,yes,no
100.0,25.0,215.9,90.0,36.7,241.32,92.0,21.92,180.2,157.0,8.11,11.6,4.0,3.092,1.0,VT,415.0,no,yes,no
119.0,35.0,217.1,92.0,36.91,220.8,134.0,18.77,249.5,95.2,11.23,8.0,5.0,2.16,2.0,OH,415.0,no,yes,no
86.0,0.0,83.5,96.0,14.2,221.1,63.0,18.79,260.84000000000003,75.0,15.74,12.9,3.0,3.4,0.0,MO,415.0,no,no,no
155.0,39.0,183.3,106.0,31.16,205.1,101.0,17.43,263.7,90.0,11.87,5.1,7.0,1.38,1.0,LA,408.0,no,yes,no
78.0,0.0,236.8,141.0,40.26,265.3,101.0,22.55,152.4,77.0,6.86,9.5,2.0,2.57,1.0,IL,415.0,yes,no,yes
153.0,0.0,193.8,90.0,32.95,195.3,121.0,16.6,182.7,108.0,8.22,8.5,3.0,2.3,1.0,NJ,415.0,no,no,no
92.0,25.0,134.0,112.0,22.78,206.0,111.0,17.51,180.6,118.0,8.13,9.7,4.0,2.62,0.0,IA,510.0,no,yes,no
13.0,25.0,176.6,65.0,30.02,172.7,96.0,15.376,104.5,128.0,4.7,11.3,5.0,3.05,2.0,WA,510.0,no,yes,no
154.0,0.0,193.1,93.0,32.83,205.4,119.0,17.46,205.7,121.0,9.26,10.2,3.0,2.75,3.0,NE,415.0,no,no,no
144.0,35.0,174.8,127.0,26.355999999999995,219.6,93.0,18.67,255.8,90.0,11.51,12.8,3.0,3.46,0.0,CT,510.0,yes,yes,no
48.0,0.0,275.2,67.0,46.78,180.2,108.0,15.32,159.0,110.0,7.15,7.9,2.0,2.13,1.0,WV,408.0,no,no,no
94.0,0.0,148.74,85.0,29.58,241.1,114.0,20.49,207.8,94.0,9.35,7.9,2.0,2.13,1.0,ND,408.0,no,no,no
139.0,0.0,165.0,132.0,28.05,249.7,86.0,20.938,170.3,128.0,7.66,10.5,8.0,3.4,1.0,UT,415.0,no,no,no
126.0,0.0,228.7,102.0,38.88,168.7,104.6,14.34,223.5,100.0,10.06,11.8,4.0,3.19,1.0,MS,415.0,no,no,no
122.0,0.0,121.24,88.0,18.34,235.8,109.0,20.04,228.6,119.0,10.4,9.16,3.0,2.57,2.0,MN,415.0,no,no,no
139.0,0.0,221.3,140.0,37.62,157.8,94.6,15.722,192.5,89.0,8.66,11.3,6.0,2.9799999999999995,1.0,NH,510.0,no,no,no
95.0,0.0,141.1,84.0,23.99,211.4,108.0,17.97,103.7,121.4,4.67,5.9,6.0,1.59,3.0,LA,415.0,no,no,no
80.0,31.0,141.98,92.0,28.29,238.3,74.0,20.26,150.7,84.0,7.287999999999999,10.7,4.0,2.89,4.0,ME,408.0,no,yes,no
131.0,22.6,249.6,87.0,42.43,227.2,138.0,19.31,239.9,92.0,10.8,7.6,3.0,2.05,3.0,KS,415.0,no,yes,no
36.0,0.0,178.6,83.0,30.36,213.1,103.4,18.11,198.0,119.0,8.91,9.26,3.4,2.94,1.0,KS,510.0,no,no,no
180.0,0.0,139.0,96.0,23.63,224.9,64.0,19.12,170.8,118.0,7.69,13.539999999999996,5.0,4.24,2.0,NV,510.0,no,no,no
25.0,0.0,134.3,98.0,22.83,202.3,109.0,17.2,195.9,100.0,8.82,12.6,5.0,3.4,2.0,MT,415.0,no,no,no
113.0,0.0,215.9,93.0,36.7,240.1,85.0,20.41,156.7,123.0,7.05,4.9,5.0,1.32,3.0,MT,415.0,no,no,no
88.0,18.6,181.6,91.0,30.87,213.2,120.0,18.12,207.8,104.0,9.35,11.4,4.0,3.08,1.0,ID,415.0,no,yes,no
120.0,0.0,178.4,97.0,30.33,168.3,113.0,16.394,120.5,97.8,5.42,9.3,9.0,2.51,1.0,AK,415.0,no,no,no
74.0,14.4,106.4,84.0,18.09,140.2,104.0,11.92,90.9,81.0,4.09,11.4,3.0,3.08,1.0,UT,415.0,no,no,no
109.0,0.0,172.46,101.0,29.02,240.2,82.0,20.42,119.0,112.0,5.36,11.4,4.0,3.08,2.0,AR,510.0,no,no,no
162.0,33.0,184.5,139.0,31.37,183.2,78.0,15.57,127.4,106.0,5.73,12.3,6.0,3.32,0.0,LA,510.0,no,yes,no
124.0,20.0,161.2,103.6,27.4,204.2,85.6,17.36,231.5,87.0,10.42,8.9,4.0,2.4,1.0,KS,510.0,no,yes,no
177.0,0.0,84.9,77.0,14.43,257.5,109.0,21.818,178.04,66.0,9.47,7.5,5.0,2.03,2.0,OR,408.0,no,no,no
91.0,0.0,217.9,71.0,37.04,230.1,116.0,19.56,232.1,110.0,10.44,10.6,2.0,2.86,1.0,WI,510.0,no,no,no
105.0,0.0,270.9,98.0,46.05,226.2,110.0,18.372,178.8,60.0,8.236,8.8,5.0,2.38,0.0,CO,408.0,no,no,yes
24.0,0.0,243.0,91.0,41.31,183.9,107.2,15.546,184.3,109.0,8.29,15.3,6.0,4.13,0.0,KS,510.0,no,no,yes
48.0,0.0,128.2,71.0,21.79,48.1,78.0,4.09,116.3,95.0,6.714,8.9,3.0,2.4,0.0,IL,510.0,no,no,no
86.0,0.0,126.3,115.0,21.47,168.8,112.0,17.386000000000003,154.6,95.0,6.96,9.8,7.0,2.65,2.0,IA,408.0,no,no,no
163.0,0.0,178.7,56.0,30.38,215.7,79.0,18.33,152.7,84.0,6.87,9.98,2.0,2.86,4.0,AZ,510.0,no,no,no
91.0,7.2,159.0,109.0,27.03,255.1,142.0,21.68,82.4,73.0,3.71,10.1,4.0,2.73,0.0,NE,510.0,no,no,no
56.0,0.0,150.9,79.0,25.65,161.8,87.0,13.75,167.7,115.0,7.55,11.7,5.0,3.16,3.0,ID,510.0,no,no,no
147.0,24.0,219.9,118.0,38.958000000000006,208.5,116.0,17.72,352.5,111.0,15.86,8.1,5.2,2.19,3.0,OH,415.0,yes,yes,no
64.0,0.0,168.0,116.0,28.56,192.4,94.0,16.8,166.5,98.0,7.49,10.1,3.0,2.73,2.0,TX,415.0,no,no,no
108.0,34.0,162.1,83.0,27.56,171.8,117.0,14.6,259.8,76.0,11.69,9.6,3.0,2.59,4.0,TN,510.0,no,yes,yes
159.0,0.0,198.8,107.0,33.8,195.5,91.0,16.62,213.3,120.0,9.6,16.5,7.0,4.46,5.0,OK,510.0,no,no,no
136.0,0.0,256.8,90.0,43.66,230.1,104.0,18.768,143.6,82.0,6.46,9.1,10.0,2.46,3.0,ND,510.0,yes,no,no
116.0,35.0,201.32,122.0,31.08,212.7,119.0,18.08,193.8,103.0,8.72,11.0,2.0,2.97,1.0,MT,415.0,no,yes,no
45.0,38.0,196.8,92.0,33.46,254.2,108.0,21.61,261.8,85.0,11.78,7.7,2.0,2.08,1.0,NC,408.0,no,yes,no
122.0,0.0,140.1,114.0,23.82,231.4,128.0,19.67,188.1,127.0,8.46,11.2,5.0,3.02,2.0,MN,415.0,no,no,no
138.0,0.0,194.3,83.0,33.03,189.9,97.0,16.168,232.2,102.0,10.45,9.0,3.0,2.43,5.0,MN,415.0,no,no,no
132.0,0.0,117.6,66.0,19.99,214.0,108.0,18.19,239.5,94.0,9.516,8.8,5.0,2.38,1.0,MA,415.0,no,no,no
101.0,5.4,193.7,108.0,32.93,186.6,98.0,15.86,223.0,100.0,10.04,11.6,8.0,3.13,0.0,PA,415.0,yes,no,no
58.0,0.0,243.1,105.0,41.33,231.4,108.0,19.67,180.9,120.0,8.14,7.8,2.8,2.11,2.0,GA,510.0,no,no,no
81.0,0.0,179.88,132.0,30.581999999999994,129.3,91.0,10.99,188.54,109.0,8.39,5.2,4.0,1.4,1.0,NV,415.0,no,no,no
87.0,0.0,169.1,105.0,28.75,169.9,102.0,14.44,244.9,106.0,11.02,9.9,10.0,2.67,3.0,TX,415.0,no,no,no
116.0,0.0,229.3,93.0,38.98,184.5,111.0,15.68,168.2,91.0,7.57,8.8,3.0,2.38,2.0,ME,510.0,no,no,no
85.0,0.0,197.2,97.0,33.52,211.7,115.0,17.99,210.1,133.0,9.06,10.8,4.0,2.24,4.0,RI,415.0,yes,no,no
62.0,13.2,186.4,84.0,31.69,201.0,136.0,17.09,286.7,103.0,12.9,11.1,3.0,3.0,2.0,MN,510.0,no,yes,yes
90.0,0.0,76.1,121.0,12.94,290.3,73.0,24.68,236.9,89.0,10.66,10.8,3.0,3.0799999999999996,0.0,NH,415.0,no,no,no
98.0,0.0,162.8,108.2,27.68,185.0,109.0,15.73,219.5,104.0,9.88,9.66,3.0,1.62,2.0,TN,415.0,no,no,no
73.0,0.0,182.3,115.0,32.108000000000004,199.2,97.0,16.93,120.2,113.0,5.41,18.0,5.0,4.86,1.0,UT,415.0,no,no,no
107.0,0.0,194.4,83.0,33.05,247.8,84.0,21.06,245.4,93.0,11.04,11.2,7.0,3.02,2.0,RI,510.0,yes,no,no
55.0,20.0,189.3,95.0,32.18,118.6,113.0,10.08,250.2,102.0,11.26,12.18,4.0,3.38,2.0,NH,408.0,no,yes,no
76.0,22.0,160.1,107.0,27.22,168.7,136.0,14.34,23.2,102.0,1.04,9.5,4.0,2.57,3.0,AK,415.0,no,yes,no
30.0,0.0,145.0,76.0,24.65,240.7,112.0,20.46,197.1,134.0,9.001999999999999,7.1,4.0,1.92,3.0,NC,510.0,no,no,no
157.0,0.0,220.7,105.0,37.52,186.88,127.0,16.432,165.1,113.0,7.43,11.5,7.0,3.11,4.0,AZ,415.0,no,no,no
40.0,31.0,224.7,69.0,36.776,134.5,81.0,11.43,120.3,104.0,5.41,7.5,5.0,2.03,1.0,MA,408.0,no,yes,yes
72.0,10.6,147.0,79.0,24.99,162.3,84.6,15.542000000000002,182.36,80.0,7.33,10.5,4.0,2.84,1.0,TN,408.0,no,no,no
95.0,39.0,260.8,130.0,44.34,213.4,111.0,18.14,195.6,97.0,8.8,10.1,5.0,2.73,1.0,WY,415.0,no,yes,no
42.0,0.0,155.4,114.2,26.42,164.1,45.0,13.95,157.7,128.0,7.1,9.0,3.0,2.43,0.0,IA,415.0,no,no,no
86.0,0.0,166.2,112.0,28.25,255.3,81.0,21.7,186.92,99.8,8.696000000000002,5.4,5.4,1.46,1.0,IN,415.0,no,no,no
131.0,0.0,211.8,115.0,29.630000000000003,260.5,113.6,22.14,144.2,96.0,6.49,10.8,7.0,2.92,0.0,NJ,415.0,no,no,no
55.0,45.0,130.5,114.0,22.19,208.4,94.0,17.71,141.6,114.0,6.37,11.0,5.0,2.97,4.0,FL,510.0,no,yes,yes
74.0,0.0,159.26,102.0,27.66,292.0,105.0,24.82,183.3,80.0,8.25,8.7,6.0,2.35,0.0,MT,415.0,no,no,no
81.0,37.0,237.1,76.0,40.31,264.2,125.0,22.46,271.3,120.0,12.21,7.9,3.0,2.13,1.0,ND,408.0,yes,yes,no
81.0,0.0,166.2,102.0,28.25,217.6,95.8,18.5,220.2,68.0,9.91,13.2,2.0,3.56,4.0,MI,408.0,no,no,no
28.0,0.0,121.7,48.0,20.69,125.8,112.0,10.69,210.8,122.0,11.77,8.3,2.0,2.24,6.0,MT,415.0,no,no,yes
111.0,0.0,176.4,62.0,29.99,201.0,124.0,16.259999999999998,150.4,138.0,6.77,11.2,2.0,3.02,0.0,AL,510.0,no,no,no
3.0,27.0,67.4,116.0,11.46,225.84,78.0,20.74,281.1,93.0,12.65,11.4,2.0,3.08,2.0,NV,510.0,no,yes,no
51.0,0.0,229.7,129.0,39.05,336.0,104.0,28.56,198.64,128.0,8.68,9.6,1.0,2.59,1.0,MI,415.0,no,no,yes
68.0,24.0,176.0,118.0,29.92,277.9,116.0,23.62,174.7,71.0,7.86,14.7,7.0,3.97,1.0,FL,415.0,no,yes,no
