,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,state,area_code,international_plan,voice_mail_plan,churn
10208,99.0,0.0,145.6,102.0,24.75,230.9,87.0,19.63,181.5,86.0,8.17,11.4,7.0,3.08,1.0,NY,415.0,no,no,no
10209,46.0,0.0,164.2,116.0,27.91,196.2,122.0,16.68,236.1,119.0,10.62,8.1,2.8,2.19,1.0,OK,415.0,no,no,no
10210,55.0,0.0,221.0,115.0,37.57,165.4,97.0,14.784,235.4,117.0,10.59,9.7,4.0,2.62,1.0,NC,408.0,yes,no,no
10211,39.0,0.0,295.4,126.0,50.22,232.1,117.0,19.73,204.4,123.0,9.2,11.5,2.0,2.622,1.0,KY,415.0,no,no,yes
10212,92.0,0.0,139.8,98.0,23.77,174.9,143.0,15.282,201.6,135.0,9.07,9.4,4.6,2.54,2.0,TX,510.0,no,no,no
10213,56.0,0.0,162.3,99.0,27.59,149.1,78.0,12.67,255.5,115.0,11.5,14.8,1.0,4.0,4.0,CT,415.0,no,no,yes
10214,76.0,0.0,236.2,97.0,46.36,236.4,95.0,20.09,235.5,105.0,10.6,7.7,2.0,2.08,0.0,NE,415.0,no,no,yes
10215,132.0,33.0,200.3,75.0,34.05,226.6,67.0,20.014000000000003,198.8,91.0,8.95,12.9,3.0,3.48,2.0,HI,408.0,yes,yes,no
10216,140.0,28.0,157.1,77.0,26.71,172.4,97.0,14.65,252.9,94.0,8.3,11.1,9.0,3.0,1.0,SC,510.0,no,yes,no
10217,51.0,12.0,148.62,60.0,23.09,214.12,134.0,17.05,192.4,98.0,8.66,12.3,7.0,3.586,2.0,AK,510.0,yes,yes,no
10218,27.0,6.4,236.7,110.0,40.24,195.04,92.0,19.71,164.7,85.0,7.41,12.7,6.0,3.43,1.0,SD,408.0,no,no,no
10219,224.0,0.0,111.4,133.0,18.94,175.0,66.0,14.88,217.2,106.0,9.77,5.5,6.0,1.49,3.0,ID,510.0,no,no,no
10220,105.0,28.0,156.1,89.0,26.54,107.1,114.0,9.1,167.7,95.0,7.55,14.7,3.0,3.97,0.0,OK,510.0,yes,yes,yes
10221,117.0,0.0,191.1,93.0,32.49,282.8,56.0,24.04,84.8,118.0,3.82,12.0,4.0,3.24,2.0,WA,408.0,no,no,no
10222,91.0,0.0,153.0,123.0,26.01,141.1,107.4,11.99,171.5,76.0,7.72,10.3,15.0,2.78,1.0,SD,415.0,no,no,yes
10223,135.0,15.6,218.8,123.0,37.2,242.8,64.0,20.64,85.8,80.0,3.86,10.3,3.0,2.78,4.0,OH,415.0,no,no,no
10224,146.0,0.0,205.4,101.0,34.92,176.66000000000005,77.0,11.47,310.5,83.0,12.16,10.3,2.0,2.78,3.0,VA,415.0,no,no,no
10225,147.0,0.0,225.2,111.0,38.28,184.9,98.0,15.72,143.2,146.0,6.44,9.9,1.0,2.67,0.0,WI,415.0,yes,no,yes
10226,68.0,0.0,249.9,127.0,42.48,202.42,118.0,21.63,273.2,98.0,12.29,8.9,6.0,2.4,2.0,IN,510.0,no,no,yes
10227,68.0,0.0,148.38,89.0,22.37,137.0,109.0,11.65,256.3,107.0,11.53,9.98,5.0,2.75,3.0,NM,408.0,no,no,no
10228,86.0,21.0,197.9,113.2,33.64,165.6,100.0,14.08,208.0,120.0,9.142,10.1,9.0,2.73,0.0,HI,408.0,no,yes,no
10229,131.0,0.0,166.5,129.0,28.31,210.2,107.0,17.87,257.2,93.0,11.57,9.9,5.0,2.67,1.0,KY,415.0,no,no,no
10230,86.0,29.0,225.4,103.0,38.32,187.1,112.0,16.246000000000002,281.1,112.0,12.65,12.9,3.0,3.48,1.0,OH,415.0,no,yes,no
10231,159.0,0.0,275.8,103.0,46.89,189.5,108.0,16.107999999999997,223.9,93.0,10.08,9.42,5.0,2.0,2.0,VT,415.0,no,no,yes
10232,134.0,40.0,142.9,105.0,24.29,88.6,61.0,12.803999999999998,290.0,96.0,13.05,10.8,4.8,2.92,1.0,AZ,415.0,no,yes,no
10233,113.0,0.0,178.71999999999997,113.0,35.22,256.0,80.0,21.76,211.0,87.0,9.49,9.9,1.0,2.7060000000000004,1.0,VT,510.0,no,no,no
10234,132.0,0.0,206.2,100.0,35.05,211.2,118.0,17.95,196.2,122.0,8.83,10.2,6.0,2.75,1.0,MO,408.0,no,no,no
10235,85.0,0.0,210.3,67.8,35.75,195.8,76.0,18.622000000000003,221.6,82.0,9.97,11.2,7.0,3.02,1.0,AL,415.0,no,no,no
10236,93.0,38.0,225.7,117.0,38.37,119.6,122.0,10.17,193.2,125.0,8.69,14.0,7.0,3.78,1.0,NJ,510.0,yes,yes,yes
10237,174.0,13.2,167.8,94.2,28.53,205.3,91.0,17.45,130.0,132.0,5.85,14.5,4.0,3.92,4.0,WA,408.0,no,yes,yes
10238,61.0,0.0,197.7,118.0,33.61,152.2,96.0,16.384,221.0,93.0,9.916,7.0,3.0,1.89,2.0,NY,415.0,no,no,no
10239,91.0,39.0,169.8,105.0,28.87,65.2,116.0,5.54,144.4,92.0,6.5,10.9,4.0,2.94,1.0,DC,415.0,no,yes,no
10240,88.0,28.0,190.6,104.0,32.4,237.3,105.0,20.17,211.6,116.0,9.52,9.8,1.0,2.65,2.0,NE,408.0,no,yes,no
10241,88.0,45.0,80.3,140.0,13.65,153.3,101.0,13.03,309.2,123.0,13.91,12.8,3.0,3.46,2.0,MA,408.0,no,yes,no
10242,195.0,36.0,231.7,98.2,39.39,225.1,88.0,19.13,201.7,89.0,9.08,12.1,2.0,3.27,0.0,VT,415.0,no,yes,no
10243,182.0,0.0,69.1,106.6,11.75,230.3,109.0,19.58,256.7,96.0,11.55,6.5,4.0,1.76,0.0,NM,415.0,no,no,no
10244,118.0,0.0,188.8,60.0,31.492,217.4,64.0,18.48,220.1,100.0,9.9,8.2,6.0,2.21,4.0,CO,408.0,no,no,no
10245,103.0,0.0,150.6,125.0,25.6,169.1,126.0,14.37,221.2,104.0,9.95,10.4,8.0,2.81,8.0,NH,408.0,no,no,yes
10246,65.0,0.0,192.0,89.0,32.64,139.5,88.0,12.108,187.4,102.0,8.43,5.5,4.0,1.49,2.0,IL,510.0,no,no,no
10247,61.0,10.0,163.7,78.0,27.83,160.9,112.0,9.62,134.1,118.0,6.03,9.9,3.0,2.67,3.0,UT,408.0,no,yes,no
10248,172.0,0.0,211.7,100.0,35.99,198.7,101.0,14.014,244.02,136.0,13.58,6.5,9.0,1.76,1.0,WV,415.0,no,no,no
10249,72.0,0.0,175.5,103.0,29.84,132.3,100.6,11.25,242.9,96.0,10.93,11.8,3.0,3.19,1.0,NJ,415.0,no,no,no
10250,113.0,0.0,150.1,116.2,25.52,200.1,85.0,17.01,266.7,105.0,12.0,11.0,3.0,2.97,2.0,NM,510.0,no,no,no
10251,177.0,0.0,189.5,99.0,32.22,176.3,117.0,14.99,225.9,112.0,10.17,11.32,2.0,3.83,1.0,ND,408.0,no,no,no
10252,100.0,0.0,70.8,94.0,12.04,215.6,99.8,18.33,230.8,105.2,10.332,9.5,1.0,2.57,6.0,WA,408.0,no,no,yes
10253,67.0,0.0,190.7,98.8,36.64,190.7,95.0,15.078,206.94,106.0,9.65,8.6,6.0,2.32,1.0,NM,415.0,no,no,no
10254,136.0,0.0,101.7,105.0,17.29,202.8,99.0,17.24,136.2,119.0,6.13,9.4,5.4,2.54,3.0,DE,415.0,no,no,no
10255,71.0,0.0,258.4,132.0,43.93,126.8,119.0,10.78,182.4,87.0,8.21,9.7,8.0,2.63,4.0,GA,415.0,no,no,no
10256,134.0,0.0,242.4,121.2,41.21,152.9,115.0,13.0,318.3,115.0,14.32,11.8,6.0,3.242,1.0,HI,408.0,no,no,no
10257,124.0,0.0,131.8,82.0,22.41,284.3,119.0,24.17,305.5,101.0,13.75,11.3,2.0,2.6300000000000003,1.0,CT,415.0,no,no,no
10258,84.0,0.0,190.2,102.0,32.33,197.7,141.0,16.8,247.5,96.8,11.14,9.8,6.0,2.65,2.0,NJ,415.0,no,no,no
10259,39.0,0.0,154.1,104.0,26.2,237.86,112.0,17.36,196.2,92.0,8.83,9.8,4.0,2.65,2.0,ME,408.0,no,no,no
10260,110.0,0.0,188.0,127.0,31.96,90.5,118.0,7.69,150.3,64.0,6.76,15.3,3.0,3.2660000000000005,3.0,OK,510.0,no,no,no
10261,102.0,0.0,101.22,70.0,17.53,275.0,118.8,23.38,141.1,92.0,6.35,11.2,5.0,3.02,1.0,TN,510.0,no,no,no
10262,70.0,0.0,175.4,130.0,29.82,159.5,130.0,13.56,260.6,96.0,11.73,10.419999999999998,4.0,3.13,0.0,WY,415.0,no,no,no
10263,142.0,0.0,145.4,93.0,24.72,209.1,98.0,18.064,214.0,96.0,9.63,10.9,1.0,3.3739999999999997,1.0,NY,415.0,no,no,no
10264,81.0,16.4,250.6,85.0,42.6,187.9,50.0,16.518,120.3,131.0,5.41,7.8,5.0,2.11,1.0,DE,510.0,yes,no,no
10265,17.0,0.0,161.5,123.0,27.46,214.2,81.0,17.734,315.0,98.4,14.18,8.6,5.0,2.32,1.0,RI,415.0,no,no,no
10266,119.0,0.0,260.1,101.0,44.22,256.5,68.0,21.648000000000003,229.1,89.0,10.31,10.0,2.0,2.7,1.0,PA,408.0,no,no,yes
10267,105.0,0.0,281.3,118.8,47.82,301.5,108.4,21.448,202.8,109.0,9.13,8.7,3.0,2.35,0.0,HI,415.0,no,no,yes
10268,108.0,42.0,149.3,90.0,22.12,167.0,128.0,14.2,244.7,80.0,11.01,13.6,5.0,3.67,3.0,MD,415.0,yes,yes,yes
10269,90.0,0.0,102.0,118.0,22.734,113.3,134.0,9.63,188.6,105.0,8.49,11.4,3.0,3.08,2.0,VA,415.0,no,no,no
10270,100.0,33.0,196.86,104.0,37.18,188.58,144.0,13.18,99.0,117.0,4.46,12.1,4.0,3.27,1.0,IN,415.0,no,yes,no
10271,155.0,30.0,128.5,95.0,21.85,188.4,91.0,16.01,243.92,85.0,11.45,6.8,6.0,1.84,1.0,OR,408.0,no,yes,no
10272,113.0,0.0,128.7,100.0,21.88,227.1,67.0,19.3,178.1,135.0,8.01,9.2,4.0,2.48,2.0,AZ,510.0,no,no,yes
10273,123.0,0.0,172.2,92.0,29.27,162.6,76.0,13.82,250.3,101.0,11.26,8.7,4.0,2.35,1.0,WI,415.0,no,no,no
10274,145.0,0.0,199.2,124.0,33.86,126.0,86.0,10.71,289.2,135.0,13.01,9.88,3.0,2.05,1.0,VA,408.0,no,no,no
10275,42.0,0.0,205.68,98.0,31.37,181.14,93.0,17.04,279.2,91.0,12.56,8.8,3.0,2.38,2.0,MO,415.0,no,no,no
10276,125.0,0.0,168.6,99.0,28.66,175.6,107.0,14.93,222.06,92.0,10.95,10.9,7.0,2.94,0.0,NV,510.0,no,no,no
10277,131.0,30.0,174.0,118.0,29.58,205.3,81.0,17.45,218.2,90.0,9.82,6.7,3.0,1.81,1.0,HI,415.0,no,yes,no
10278,107.0,0.0,166.45999999999998,65.0,39.17,236.54,85.8,21.88,107.3,88.0,4.83,8.5,3.0,2.3,1.0,WA,415.0,no,no,no
10279,48.0,0.0,176.48,73.0,33.69,202.8,115.0,17.24,146.4,73.0,6.59,5.1,5.0,1.38,1.0,IL,408.0,no,no,no
10280,76.0,0.0,186.1,96.0,31.64,211.6,100.0,17.99,230.6,100.0,10.38,8.0,4.0,2.16,0.0,IL,510.0,no,no,no
10281,128.0,0.0,148.5,105.0,25.25,243.0,106.0,20.66,255.2,114.0,11.48,10.22,2.0,1.84,1.0,LA,415.0,no,no,no
10282,73.0,0.0,157.1,109.0,26.71,268.8,83.0,22.85,181.5,91.0,8.17,10.0,8.0,2.7,0.0,WI,415.0,no,no,no
10283,52.0,0.0,155.0,110.0,26.35,133.4,104.0,11.34,176.1,84.0,7.92,7.0,4.0,1.89,4.0,TX,415.0,no,no,yes
10284,126.0,26.0,129.3,123.0,21.98,176.5,114.0,15.0,154.5,102.0,6.95,9.6,7.0,2.59,1.0,MI,415.0,yes,yes,no
10285,124.0,0.0,188.5,77.0,32.05,182.0,123.0,16.344,218.2,127.0,9.82,6.1,6.0,1.65,1.0,NC,415.0,no,no,no
10286,137.0,0.0,208.8,120.0,35.5,225.3,100.0,19.15,221.6,130.0,9.97,11.1,5.0,2.9259999999999997,0.0,WA,408.0,no,no,no
10287,71.0,0.0,238.0,92.2,40.46,251.86,94.0,23.67,193.1,118.2,8.69,11.8,10.0,3.19,0.0,ND,510.0,no,no,yes
10288,139.0,0.0,211.1,103.0,35.89,206.9,108.0,18.426,193.9,95.6,8.73,5.6,4.0,1.51,0.0,NE,415.0,no,no,no
10289,107.0,30.0,198.9,87.0,33.81,207.0,90.0,17.6,159.8,76.0,7.19,12.6,4.0,3.4,3.0,MS,510.0,no,yes,no
10290,147.0,0.0,212.8,79.0,36.18,204.1,91.0,16.956,156.2,113.0,7.03,10.2,2.0,2.75,1.0,KY,408.0,no,no,no
10291,116.0,0.0,137.4,126.0,23.36,120.0,94.0,12.471999999999998,130.3,64.0,5.86,12.4,2.0,3.35,3.0,RI,510.0,no,no,no
10292,60.0,31.0,191.8,75.0,32.61,267.8,135.0,22.76,200.5,62.0,9.494000000000002,12.8,3.0,3.46,2.0,NY,510.0,no,yes,no
10293,38.0,0.0,149.0,92.0,25.33,49.2,78.0,4.18,163.3,93.0,7.35,13.9,11.0,3.75,0.0,TX,510.0,no,no,no
10294,63.0,0.0,117.1,118.0,19.91,249.6,90.0,21.22,191.32,88.6,8.612,11.1,4.0,3.0,3.0,DE,408.0,no,no,no
10295,94.0,0.0,145.5,79.0,18.36,241.9,152.0,20.56,252.1,92.0,11.34,10.4,3.0,2.81,3.0,NM,415.0,no,no,no
10296,131.0,0.0,112.8,133.0,19.18,199.4,116.0,18.848000000000003,142.7,105.0,6.42,10.1,5.0,2.6639999999999997,0.0,RI,415.0,no,no,no
10297,158.0,0.0,175.9,105.0,29.9,188.3,88.0,15.544,188.3,98.0,8.47,11.0,6.0,2.97,1.0,MS,510.0,no,no,no
10298,139.0,16.0,236.6,109.0,40.22,169.9,107.0,14.44,212.3,118.0,9.55,11.1,2.0,3.0,1.0,NY,510.0,no,no,yes
10299,77.0,0.0,169.4,102.0,28.8,184.9,144.0,15.72,234.3,89.0,10.54,2.0,7.0,0.54,1.0,NE,415.0,no,no,no
10300,140.0,0.0,129.6,79.0,22.03,237.08,99.0,20.93,172.1,124.0,7.74,9.4,10.0,2.54,3.0,WI,415.0,no,no,no
10301,72.0,0.0,185.86,97.0,30.11,184.7,105.0,15.7,174.1,94.0,7.83,9.54,4.2,2.16,1.0,KY,408.0,no,no,no
10302,52.0,20.0,133.3,63.0,22.66,197.78000000000003,123.0,15.65,272.9,107.0,12.28,13.5,2.0,3.65,1.0,SD,510.0,no,yes,no
10303,103.0,0.0,161.71999999999997,121.0,28.53,212.9,123.0,18.1,208.2,73.0,9.37,13.0,3.0,3.51,5.0,VA,510.0,no,no,no
10304,74.0,32.0,174.6,107.0,27.272,310.6,115.0,26.4,234.7,92.0,10.56,9.0,5.0,2.246,1.0,KS,415.0,no,yes,no
10305,124.0,0.0,150.3,101.0,25.55,255.9,112.0,20.872,136.7,62.0,6.15,12.5,4.0,3.38,2.0,ND,415.0,no,no,no
10306,85.0,21.0,235.42,110.0,48.14,239.7,108.0,18.634,149.5,80.0,6.73,6.3,1.0,1.7,5.0,CO,510.0,no,yes,no
10307,113.0,20.0,157.8,83.0,26.83,161.5,56.0,13.73,271.5,87.8,12.22,8.7,2.0,2.35,5.0,KY,408.0,no,yes,yes
10308,71.0,0.0,141.2,132.0,24.0,149.1,90.0,12.842,171.4,72.0,7.71,7.0,2.0,2.508,2.0,WA,408.0,no,no,no
10309,177.0,27.0,230.2,106.0,32.257999999999996,196.1,78.0,16.67,215.4,108.0,9.69,12.3,2.0,2.81,1.0,NV,415.0,no,yes,no
10310,49.0,0.0,237.8,92.0,40.43,208.9,119.0,17.76,167.8,86.0,7.55,15.6,6.0,4.21,2.0,SC,415.0,yes,no,yes
10311,106.0,0.0,203.94,84.0,34.68,168.5,61.0,12.85,164.0,113.2,7.38,13.3,3.0,3.59,3.0,RI,510.0,yes,no,yes
10312,60.0,0.0,221.1,106.0,37.59,178.6,48.0,15.18,202.7,90.0,9.12,7.4,3.0,2.0,1.0,ID,510.0,no,no,no
10313,43.0,0.0,177.2,93.0,24.844,142.6,60.0,14.4,314.1,144.0,14.13,11.0,2.0,3.43,4.0,KY,408.0,no,no,no
10314,66.0,0.0,130.6,133.0,20.06,248.1,99.0,21.09,214.4,122.0,9.65,5.3,5.0,1.43,1.0,ME,510.0,no,no,no
10315,125.0,0.0,163.8,73.0,27.568,255.6,85.0,21.73,192.9,95.0,8.68,15.7,4.0,4.24,0.0,SD,415.0,no,no,no
10316,114.0,4.0,140.01999999999998,111.0,24.02,230.4,88.0,19.58,223.7,85.0,10.07,9.4,3.0,2.54,3.0,SC,510.0,no,yes,no
10317,112.0,0.0,272.5,119.0,46.33,226.1,94.0,19.22,159.1,93.4,7.16,12.44,5.0,4.43,3.0,TN,415.0,no,no,yes
10318,101.0,16.0,100.18,112.0,20.21,228.3,97.0,19.05,180.1,111.0,8.1,8.2,5.0,2.21,2.0,MT,408.0,no,yes,no
10319,70.0,0.0,90.38,100.0,1.34,136.4,83.0,11.59,153.44,90.6,7.05,12.1,1.0,3.27,0.0,WI,415.0,no,no,no
10320,59.0,0.0,159.5,91.8,27.12,164.14,123.0,14.21,138.6,106.0,6.24,8.44,4.0,2.75,0.0,AK,408.0,no,no,no
10321,59.0,5.0,150.2,70.0,25.53,185.7,98.0,15.78,212.5,128.0,9.56,12.1,2.0,3.27,1.0,AZ,408.0,no,no,no
10322,124.0,30.0,144.5,35.0,24.57,262.3,101.0,22.3,226.5,82.0,10.19,12.0,7.0,3.24,2.0,MT,415.0,no,yes,no
10323,99.0,0.0,140.7,88.0,23.61,210.9,98.0,17.93,229.9,125.0,10.35,12.4,4.0,3.35,2.0,DE,415.0,no,no,no
10324,150.0,0.0,169.2,123.0,29.494,216.8,83.0,18.43,179.4,96.0,8.07,12.6,3.0,3.4,1.0,VA,510.0,no,no,no
10325,81.0,0.0,220.8,92.6,37.54,148.5,87.0,12.62,183.9,100.0,8.28,7.6,3.0,2.05,2.0,MA,510.0,no,no,no
10326,86.0,11.2,216.3,96.0,36.77,266.3,77.0,22.64,214.0,110.0,9.628,4.5,4.2,1.22,0.0,IN,510.0,no,no,no
10327,84.0,0.0,169.5,109.0,28.82,157.6,94.0,13.4,98.2,70.0,4.42,10.6,7.0,2.86,0.0,MD,510.0,no,no,no
10328,118.0,35.0,256.3,100.0,43.57,258.1,91.0,21.94,215.5,130.0,9.7,11.7,1.0,3.16,1.0,NV,510.0,no,yes,no
10329,89.0,0.0,179.7,128.0,30.55,299.8,92.0,25.48,185.3,120.0,8.34,7.6,3.0,2.05,1.0,CO,415.0,no,no,no
10330,93.0,6.4,257.9,120.0,45.22,130.1,84.0,11.06,165.8,81.8,7.46,13.1,6.0,3.54,3.0,KS,415.0,no,no,no
10331,85.0,0.0,96.7,97.0,16.44,193.8,95.0,16.47,171.7,88.0,7.73,9.7,3.0,2.62,2.0,AR,415.0,no,no,no
10332,160.0,0.0,82.7,116.0,14.06,194.6,95.0,16.54,159.0,54.0,7.15,10.9,9.0,2.94,0.0,WY,408.0,no,no,no
10333,28.0,0.0,168.2,99.0,28.59,161.7,92.0,13.74,192.4,116.8,8.748000000000001,10.1,3.0,2.2039999999999997,3.0,PA,415.0,no,no,no
10334,73.0,0.0,286.4,109.0,48.69,178.2,67.0,15.15,214.2,152.0,9.64,10.7,14.0,2.89,1.0,TX,408.0,no,no,yes
10335,156.0,0.0,174.3,95.0,29.63,186.6,128.0,15.86,258.2,105.0,11.62,12.9,5.0,3.48,3.0,NY,408.0,no,no,no
10336,33.0,0.0,190.6,100.0,32.4,161.7,104.0,13.74,189.9,116.4,8.55,13.0,5.4,3.3579999999999997,1.0,OR,415.0,yes,no,no
10337,77.0,6.2,175.5,86.0,29.84,205.1,95.0,17.43,245.2,100.0,11.03,17.8,3.0,4.1979999999999995,4.0,CA,510.0,no,no,no
10338,119.0,0.0,133.4,102.0,22.68,204.6,71.0,17.39,196.9,103.0,8.86,11.1,7.0,3.0,1.0,NY,415.0,no,no,no
10339,91.0,27.0,187.6,98.4,34.78,136.0,93.0,12.134,210.5,83.0,9.47,6.6,4.4,1.78,3.0,AR,510.0,no,yes,no
10340,102.0,0.0,242.2,88.0,41.17,233.2,89.0,19.82,188.5,121.0,8.48,6.2,6.0,1.67,3.0,MI,510.0,no,no,no
10341,86.0,33.0,218.86,112.0,43.03,210.1,97.6,17.86,95.0,98.0,4.27,11.9,3.8,3.21,3.0,OK,415.0,no,yes,no
10342,82.0,0.0,130.0,110.0,22.1,185.3,88.0,15.75,178.7,105.0,8.04,8.3,4.0,2.24,0.0,TX,415.0,no,no,no
10343,89.0,2.4,105.9,151.0,18.0,189.6,142.0,16.032,170.9,67.0,7.69,12.04,7.0,3.43,0.0,NC,408.0,no,no,no
10344,86.0,9.2,194.2,95.4,33.01,193.8,95.0,16.47,192.0,123.0,8.64,9.3,7.0,2.51,3.0,ID,415.0,no,no,no
10345,134.0,0.0,183.8,111.0,31.25,123.5,102.8,10.5,160.7,105.0,7.23,6.1,2.0,1.65,1.0,IL,408.0,no,no,no
10346,92.0,0.0,196.5,82.0,33.41,190.0,89.0,16.15,163.2,107.2,7.34,10.8,2.0,2.92,2.0,OR,415.0,no,no,no
10347,87.0,0.0,184.5,81.0,31.37,172.0,103.0,14.62,183.4,96.0,8.25,13.7,3.0,3.7,3.0,SD,510.0,no,no,no
10348,64.0,0.0,261.9,113.0,44.52,148.1,99.0,12.59,145.2,74.0,6.53,13.8,4.0,3.73,0.0,NE,408.0,no,no,no
10349,80.0,0.0,202.4,118.0,34.41,260.2,67.0,22.12,177.4,112.0,7.98,9.2,5.0,2.48,3.0,RI,510.0,no,no,no
10350,165.0,39.0,167.4,104.2,28.46,172.7,94.0,14.68,192.6,109.2,8.67,9.5,4.2,2.57,3.0,MD,415.0,no,yes,no
10351,153.0,22.0,164.71999999999997,104.0,28.51,246.8,91.0,20.382,203.9,108.8,9.18,7.5,11.0,2.03,1.0,ID,415.0,no,yes,no
10352,41.0,30.0,191.7,109.0,32.59,193.0,78.6,16.41,149.4,93.0,6.72,11.1,4.0,3.0,1.0,ME,415.0,no,yes,no
10353,108.0,0.0,240.2,78.0,40.83,230.3,109.0,19.58,217.0,83.0,9.76,5.2,1.0,1.4,2.0,SD,415.0,no,no,no
10354,104.0,26.0,189.1,112.0,32.15,178.2,97.0,15.15,199.3,104.0,8.97,11.1,4.0,3.0,1.0,NY,415.0,no,yes,no
10355,115.0,0.0,127.7,67.0,21.71,182.9,90.0,15.55,172.9,92.0,7.78,10.6,7.0,2.86,1.0,DE,408.0,no,no,no
10356,87.0,0.0,205.2,106.0,34.88,99.5,122.0,8.46,189.5,75.0,8.53,13.4,3.0,3.62,1.0,OK,415.0,no,no,no
10357,159.0,23.0,153.6,93.0,26.11,216.9,88.0,18.44,161.3,91.0,7.26,12.6,3.0,3.4,2.0,SC,415.0,no,yes,no
10358,119.0,0.0,154.5,117.2,26.27,193.6,97.6,16.46,180.9,145.0,8.14,13.4,3.0,3.62,2.0,IN,510.0,no,no,no
10359,69.0,0.0,153.7,105.2,26.13,194.0,105.0,16.49,256.1,114.0,11.52,14.1,6.0,3.81,1.0,NV,415.0,no,no,no
10360,87.0,14.4,171.2,138.0,29.1,185.8,102.0,14.144,227.6,97.0,10.24,10.8,3.0,2.92,1.0,IL,408.0,yes,yes,no
10361,93.0,0.0,328.1,106.0,55.78,151.7,89.0,12.89,303.5,113.6,13.66,8.7,3.0,2.35,1.0,SD,510.0,no,no,yes
10362,154.0,0.0,145.9,69.0,24.8,208.2,141.0,17.7,180.9,106.0,8.14,10.5,10.0,3.89,0.0,OK,415.0,yes,no,yes
10363,57.0,37.0,201.2,76.0,34.2,280.1,122.0,23.81,154.2,110.0,6.94,11.8,4.4,3.19,1.0,KS,415.0,no,yes,no
10364,130.0,0.0,139.1,72.0,23.65,246.0,112.0,20.91,207.2,121.0,9.32,11.4,9.0,3.08,5.0,IA,510.0,no,no,no
10365,151.0,0.0,118.9,128.0,20.21,278.3,65.0,23.66,194.8,61.0,8.77,13.2,10.0,3.56,2.0,NJ,415.0,no,no,no
10366,162.0,0.0,217.6,87.0,36.99,279.0,71.0,23.72,250.7,65.0,11.28,9.1,4.0,2.81,2.0,NJ,408.0,no,no,yes
10367,60.0,0.0,145.0,133.0,24.65,209.1,92.0,17.77,328.5,112.0,14.78,14.6,2.0,3.94,1.0,MT,415.0,no,no,no
10368,81.0,0.0,203.5,89.4,34.6,289.6,69.0,24.62,212.9,71.0,9.58,8.7,3.0,2.35,3.0,IA,510.0,no,no,no
10369,132.0,0.0,240.1,115.0,40.82,180.4,91.0,15.33,133.4,122.0,6.0,8.74,6.0,2.16,3.0,WA,415.0,no,no,no
10370,86.0,0.0,83.8,121.0,14.25,240.2,96.0,20.42,158.6,108.0,7.14,10.62,8.0,1.81,1.0,NE,408.0,no,no,no
10371,136.0,10.6,269.8,106.0,45.87,228.8,101.0,19.45,257.5,106.0,11.59,10.1,8.0,2.73,1.0,TX,408.0,no,no,yes
10372,121.0,21.0,126.3,84.0,21.47,209.6,99.0,17.796,192.5,129.0,8.66,10.6,2.0,2.86,1.0,MS,415.0,no,yes,no
10373,105.0,15.0,144.46,125.0,14.98,175.9,142.0,14.95,269.9,85.0,12.15,9.7,4.4,2.254,2.0,IA,510.0,no,yes,no
10374,105.0,34.0,218.5,61.0,37.15,196.7,74.0,16.72,151.1,103.0,6.8,9.9,3.4,2.67,2.0,WI,415.0,no,yes,no
10375,51.0,26.0,236.8,61.0,40.26,263.4,97.0,22.39,181.1,91.0,8.15,11.2,8.0,3.02,1.0,MT,415.0,no,yes,no
10376,64.0,0.0,124.1,117.0,21.1,175.83999999999995,108.0,16.39,162.9,84.0,7.33,6.4,5.0,1.73,3.0,GA,408.0,no,no,no
10377,80.0,30.0,184.2,116.4,31.31,167.5,109.0,16.908,212.8,114.0,9.58,10.0,10.0,2.7,0.0,MT,510.0,yes,yes,no
10378,56.0,5.8,222.7,133.0,37.86,277.0,89.0,23.55,101.8,94.0,4.58,13.6,4.0,3.67,4.0,ND,415.0,no,no,no
10379,120.0,0.0,149.2,98.0,25.36,193.6,88.0,15.9,248.9,119.0,9.184,11.1,5.0,3.0,1.0,VT,415.0,no,no,no
10380,103.0,0.0,206.5,125.0,35.11,180.2,113.0,15.32,220.6,95.0,9.93,12.2,4.0,3.0460000000000003,3.0,SD,510.0,no,no,no
10381,164.0,27.0,159.7,102.0,27.15,178.06,113.0,14.35,244.1,127.0,10.98,9.6,9.0,2.59,3.0,OH,510.0,no,yes,no
10382,116.0,27.0,204.7,118.0,34.8,209.4,91.0,17.8,212.9,67.0,9.58,7.0,2.0,1.89,2.0,OH,415.0,no,yes,no
10383,121.0,0.0,213.2,79.0,36.24,120.7,116.0,10.26,244.4,102.0,11.0,7.5,4.0,2.03,1.0,MT,408.0,no,no,no
10384,55.0,0.0,269.6,121.0,45.83,171.7,91.0,14.59,219.0,98.0,9.792,8.2,6.0,2.21,1.0,IL,415.0,yes,no,no
10385,183.0,0.0,142.74,73.8,19.84,213.46,112.0,18.17,214.3,112.0,9.64,9.7,6.0,2.62,2.0,NV,415.0,no,no,no
10386,104.0,0.0,263.4,101.0,44.78,235.5,117.0,20.02,102.0,146.0,4.59,13.0,4.0,3.51,0.0,UT,408.0,no,no,no
