movie_display_name,movie_production_year,movie_odid,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name,movie_sequel,movie_running_time,Description
"Tower Heist",2011,149490100,85000000,78046570,75441402,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,104,NULL
"Open Season",2006,5270100,85000000,84325668,106826899,2006-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,86,NULL
"The Core",2003,18290100,85000000,31111260,43021371,2003-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,137,NULL
"Memoirs of a Geisha",2005,9330100,85000000,57010853,104500000,2005-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,137,NULL
"The Holiday",2006,8200100,85000000,63224849,141910324,2006-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,135,NULL
"Ocean's Eleven",2001,1130100,85000000,183417150,267311379,2001-01-01,"Contemporary Fiction",Remake,"Live Action",Thriller/Suspense,0,116,NULL
"Horton Hears a Who",2008,1750100,85000000,154529439,144948447,2008-01-01,Fantasy,"Based on Fiction Book/Short Story","Digital Animation",Adventure,0,88,NULL
"Mirror Mirror",2012,161110100,85000000,64935167,108678315,2012-01-01,Fantasy,"Based on Folk Tale/Legend/Fairytale","Live Action",Adventure,0,95,NULL
"I Now Pronounce You Chuck and Larry",2007,3060100,85000000,119725280,65983182,2007-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,115,NULL
Zodiac,2007,17120100,85000000,33080084,50000000,2007-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,158,NULL
"The Bourne Supremacy",2004,1330100,85000000,176087450,112500000,2004-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,1,108,NULL
Showtime,2002,14830100,85000000,37948765,41000000,2002-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,95,NULL
"Enemy at the Gates",2001,10550100,85000000,51396781,45574512,2001-01-01,"Historical Fiction","Based on Real Life Events","Live Action",Drama,0,131,NULL
"Scott Pilgrim vs. The World",2010,137510100,85000000,31524275,16445448,2010-01-01,"Contemporary Fiction","Based on Comic/Graphic Novel","Live Action",Comedy,0,112,NULL
Divergent,2014,180590100,85000000,150947895,125067070,2014-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,0,140,NULL
"Arthur Christmas",2011,129170100,85000000,46462469,103254655,2011-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,100,NULL
"Hotel Transylvania",2011,114290100,85000000,148313048,230192764,2011-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Comedy,0,91,NULL
"Fast & Furious",2009,1720100,85000000,155064265,208000000,2009-01-01,"Contemporary Fiction","Based on Factual Book/Article","Live Action",Action,1,107,NULL
Seabiscuit,2003,3020100,86000000,120197488,28437488,2003-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Drama,0,140,NULL
Hannibal,2001,1530100,87000000,165091986,185008014,2001-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Horror,0,131,NULL
"Fantastic Four",2005,1740100,87500000,154695569,176021000,2005-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,106,NULL
"Cinderella Man",2005,8370100,88000000,61649911,43371577,2005-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,144,NULL
"K-19: The Widowmaker",2002,16140100,90000000,35168966,30547160,2002-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Action,0,138,NULL
"King Arthur",2004,10440100,90000000,51877963,152000000,2004-01-01,"Historical Fiction","Based on Folk Tale/Legend/Fairytale","Live Action",Adventure,0,126,NULL
"Sherlock Holmes",2009,126600100,90000000,209028679,289409533,2009-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,0,133,NULL
"The Nutcracker in 3D",2010,143780100,90000000,195459,20270557,2010-01-01,"Kids Fiction","Based on Ballet","Animation/Live Action",Musical,0,108,NULL
"Atlantis: The Lost Empire",2001,5340100,90000000,84052762,101996258,2001-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Hand Animation",Adventure,0,96,NULL
"The Girl with the Dragon Tattoo",2011,139640100,90000000,102515793,136858177,2011-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,160,NULL
"Artificial Intelligence: AI",2001,6040100,90000000,78616689,157283311,2001-01-01,"Science Fiction","Based on Fiction Book/Short Story","Animation/Live Action",Drama,0,145,NULL
Rio,2011,114300100,90000000,143619809,343900000,2011-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,96,NULL
"The Three Musketeers",2011,140650100,90000000,20374484,119500000,2011-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,0,102,NULL
"Conan the Barbarian",2010,139070100,90000000,21295021,42061112,2010-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Action,0,112,NULL
"Percy Jackson: Sea of Monsters",2013,168860100,90000000,68559554,132300000,2013-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,1,105,NULL
"Ice Age: Dawn of the Dinosaurs",2009,1010100,90000000,196573705,663128152,2009-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,1,93,NULL
Valkyrie,2008,5440100,90000000,83077762,120824345,2008-01-01,Dramatization,"Based on Real Life Events","Live Action",Thriller/Suspense,0,120,NULL
"The Departed",2006,2450100,90000000,132384315,157276304,2006-01-01,"Contemporary Fiction",Remake,"Live Action",Drama,0,151,NULL
"You Don't Mess With the Zohan",2008,4380100,90000000,100018837,102892154,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,113,NULL
"Alvin and the Chipmunks: The Road Chip",2013,193110100,90000000,85865462,149169207,2013-01-01,"Kids Fiction","Based on TV","Animation/Live Action",Adventure,1,86,NULL
"Rush Hour 2",2001,690100,90000000,226164286,121261546,2001-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,90,NULL
"Tropic Thunder",2008,3560100,90000000,110461307,80629943,2008-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,106,NULL
"Lara Croft: Tomb Raider: The Cradle of Life",2003,7720100,90000000,65653758,91439185,2003-01-01,"Contemporary Fiction","Based on Game","Live Action",Adventure,1,117,NULL
"Spy Game",2001,8330100,90000000,62362560,80687000,2001-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,127,NULL
"The Interpreter",2005,6670100,90000000,72515360,90045676,2005-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,128,NULL
Pixels,2013,170460100,90000000,78747585,165378715,2013-01-01,"Science Fiction","Based on Short Film","Live Action",Comedy,0,105,NULL
"The Secret Life of Walter Mitty",2012,142640100,91000000,58236838,130300000,2012-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,114,NULL
"The Incredibles",2004,440100,92000000,261441092,353285660,2004-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,115,NULL
"A Good Day to Die Hard",2012,142430100,92000000,67349198,236900000,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,98,NULL
"The Spiderwick Chronicles",2008,6890100,92500000,71195053,91644614,2008-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,0,96,NULL
"Rise of the Planet of the Apes",2011,140550100,93000000,176760185,306100000,2011-01-01,"Science Fiction",Remake,"Animation/Live Action",Adventure,0,120,NULL
"Jurassic Park III",2001,1190100,93000000,181166115,184733885,2001-01-01,"Science Fiction","Based on Fiction Book/Short Story","Animation/Live Action",Action,1,93,NULL
"Lara Croft: Tomb Raider",2001,2510100,94000000,131144183,142186002,2001-01-01,"Contemporary Fiction","Based on Game","Live Action",Adventure,0,100,NULL
"The Lord of the Rings: The Two Towers",2002,150100,94000000,342548984,592154195,2002-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,179,NULL
"The Lord of the Rings: The Return of the King",2003,110100,94000000,377845905,763562762,2003-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,201,NULL
"Finding Nemo",2003,160100,94000000,380529370,555900000,2003-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,100,NULL
"Percy Jackson & the Olympians: The Lightning Thief",2010,107550100,95000000,88768303,134282571,2010-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,0,119,NULL
"The Lovely Bones",2009,125100100,95000000,44028238,50780216,2009-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Drama,0,135,NULL
"Ice Age: Continental Drift",2012,153070100,95000000,161321843,718443294,2012-01-01,Fantasy,"Original Screenplay","Digital Animation",Adventure,1,87,NULL
Unstoppable,2010,121650100,95000000,81562942,87948667,2010-01-01,Dramatization,"Based on Real Life Events","Live Action",Action,0,98,NULL
"Seventh Son",2014,164120100,95000000,17223265,93400000,2014-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,0,102,NULL
Cinderella,2014,194130100,95000000,201151353,333400000,2014-01-01,Fantasy,"Based on Folk Tale/Legend/Fairytale","Live Action",Drama,0,105,NULL
"Black Hawk Down",2001,3670100,95000000,108638745,51052340,2001-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Action,0,144,NULL
"The Campaign",2011,162080100,95000000,86907746,18000000,2011-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,85,NULL
"Gangs of New York",2002,6100100,97000000,77730500,105394121,2002-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,155,NULL
"The Mummy Returns",2001,920100,98000000,202007640,233032755,2001-01-01,Fantasy,Remake,"Live Action",Adventure,1,129,NULL
"The Peanuts Movie",2015,182820100,99000000,130178411,114600000,2015-01-01,"Kids Fiction","Based on Comic/Graphic Novel","Digital Animation",Comedy,0,89,NULL
"Planet of the Apes",2001,1220100,100000000,180011740,182200000,2001-01-01,"Science Fiction",Remake,"Live Action",Adventure,0,120,NULL
"Jin líng shí san chai",2011,152950100,100000000,311434,93410000,2011-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,141,NULL
"Blood Diamond",2006,9180100,100000000,57377916,114000000,2006-01-01,"Historical Fiction","Original Screenplay","Live Action",Action,0,143,NULL
"The Tourist",2010,142280100,100000000,67631157,211100212,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,102,NULL
"The Expendables 2",2012,160040100,100000000,85028192,226951064,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,103,NULL
"Peter Pan",2003,11380100,100000000,48417850,46837635,2003-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,0,113,NULL
"Land of the Lost",2009,11210100,100000000,49438370,20110271,2009-01-01,Fantasy,"Based on TV","Live Action",Comedy,0,102,NULL
"The Other Guys",2010,128770100,100000000,119219978,51716492,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,0,97,NULL
Hercules,2013,186700100,100000000,72688614,170700000,2013-01-01,Fantasy,"Based on Folk Tale/Legend/Fairytale","Live Action",Action,0,97,NULL
Transcendence,2014,188460100,100000000,23022309,80016949,2014-01-01,"Science Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,119,NULL
"Point Break",2015,207990100,100000000,28782481,99349090,2015-01-01,"Contemporary Fiction",Remake,"Live Action",Action,0,113,NULL
"The Expendables 3",2014,193500100,100000000,39322544,170138834,2014-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,103,NULL
"Cloudy with a Chance of Meatballs",2009,15990100,100000000,124870275,111957402,2009-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Comedy,0,90,NULL
"Harry Potter and the Chamber of Secrets",2002,430100,100000000,261987880,616991754,2002-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,161,NULL
"Treasure Planet",2002,14730100,100000000,38120554,53679446,2002-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Hand Animation",Adventure,0,95,NULL
Epic,2013,165020100,100000000,107518682,155275759,2013-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,103,NULL
"In the Heart of the Sea",2014,146640100,100000000,25020758,65400000,2014-01-01,Dramatization,"Based on Real Life Events","Live Action",Adventure,0,121,NULL
"The Wolf of Wall Street",2011,143500100,100000000,116900694,275076029,2011-01-01,Dramatization,"Based on Factual Book/Article","Live Action","Black Comedy",0,165,NULL
"Where the Wild Things Are",2009,107330100,100000000,77233467,21890189,2009-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Adventure,0,100,NULL
"National Treasure",2004,1370100,100000000,173005002,158318408,2004-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Adventure,0,130,NULL
"Lemony Snicket's A Series of Unfortunate Events",2004,3150100,100000000,118627117,94328907,2004-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,107,NULL
"Legend of the Guardians: The Owls of Ga'Hoole",2010,118350100,100000000,55675313,84041404,2010-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,90,NULL
"Little Fockers",2010,105550100,100000000,148438600,162211974,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,98,NULL
"Green Zone",2010,121300100,100000000,35053660,62025683,2010-01-01,"Historical Fiction","Based on Factual Book/Article","Live Action",Drama,0,114,NULL
"Django Unchained",2011,162940100,100000000,162805434,287142889,2011-01-01,"Historical Fiction","Original Screenplay","Live Action",Western,0,165,NULL
Catwoman,2004,13910100,100000000,40202379,41943000,2004-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,101,NULL
"American Gangster",2007,129820100,100000000,130164645,137820811,2007-01-01,Dramatization,"Based on Factual Book/Article","Live Action",Drama,0,157,NULL
"Casino Royale",2006,1490100,102000000,167220102,427055283,2006-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Action,1,144,NULL
"Cloud Atlas",2011,141850100,102000000,27108272,103564882,2011-01-01,"Multiple Creative Types","Based on Fiction Book/Short Story","Live Action",Drama,0,172,NULL
"Minority Report",2002,2490100,102000000,132024714,226800000,2002-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Action,0,144,NULL
"Public Enemies",2009,4460100,102500000,97104620,115178089,2009-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Drama,0,140,NULL
"The Hangover 3",2013,172640100,103000000,112200072,249800000,2013-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Comedy,1,100,NULL
""I",0,2004,1980100,105000000,144795350,203828562,2004-01-01,"Science Fiction","Based on Fiction Book/Short Story","Animation/Live Action",0,0,NULL
""10",0,2008,129860100,105000000,94784201,174281477,2008-01-01,"Historical Fiction","Original Screenplay","Live Action",0,0,NULL
"The Princess and the Frog",2009,124040100,105000000,104400899,166596479,2009-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Hand Animation",Adventure,0,97,NULL
"The Martian",2015,205110100,108000000,228433663,411614431,2015-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,130,NULL
"The Lord of the Rings: The Fellowship of the Ring",2001,250100,109000000,315544750,571672938,2001-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,0,179,NULL
"The Cat in the Hat",2003,4210100,109000000,101018283,32800000,2003-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Comedy,0,82,NULL
Ali,2001,9010100,109000000,58183966,29500000,2001-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,158,NULL
"San Andreas",2015,200860100,110000000,155190832,314400000,2015-01-01,"Science Fiction","Original Screenplay","Live Action",Adventure,0,114,NULL
"Ocean's Twelve",2004,2810100,110000000,125531634,237457442,2004-01-01,"Contemporary Fiction",Remake,"Live Action",Adventure,1,125,NULL
"Ender's Game",2012,106580100,110000000,61737191,28000000,2012-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,0,114,NULL
"Around the World in 80 Days",2004,22230100,110000000,24004159,48000000,2004-01-01,"Historical Fiction",Remake,"Live Action",Adventure,0,120,NULL
"300: Rise of an Empire",2013,174430100,110000000,106580051,224200000,2013-01-01,"Historical Fiction","Based on Comic/Graphic Novel","Animation/Live Action",Action,1,102,NULL
"The Taking of Pelham 123",2009,7770100,110000000,65452312,86912058,2009-01-01,"Contemporary Fiction",Remake,"Live Action",Action,0,106,NULL
"Night at the Museum",2006,510100,110000000,250863268,328583139,2006-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,0,108,NULL
"The Smurfs",2011,105300100,110000000,142614158,421135165,2011-01-01,"Kids Fiction","Based on Comic/Graphic Novel","Animation/Live Action",Adventure,0,103,NULL
"The Green Hornet",2010,107800100,110000000,98780042,130375461,2010-01-01,"Super Hero","Based on TV","Live Action",Action,0,118,NULL
"The Divergent Series: Allegiant",2015,201670100,110000000,65598899,87000000,2015-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Action,1,120,NULL
"Mr. and Mrs. Smith",2005,1080100,110000000,186336279,299787811,2005-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,120,NULL
"Live Free or Die Hard",2007,2390100,110000000,134529403,247758744,2007-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Action,1,129,NULL
"The Divergent Series: Insurgent",2015,201640100,110000000,130179072,165100000,2015-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Action,1,118,NULL
"The Aviator",2004,4020100,110000000,102608827,105762065,2004-01-01,Dramatization,"Based on Real Life Events","Live Action",Drama,0,170,NULL
"Kingdom of Heaven",2005,11700100,110000000,47398413,171454940,2005-01-01,"Historical Fiction","Original Screenplay","Live Action",Adventure,0,148,NULL
"The A-Team",2010,107710100,110000000,77222099,100019072,2010-01-01,"Contemporary Fiction","Based on TV","Live Action",Action,0,118,NULL
"Real Steel",2010,143960100,110000000,85463309,178417032,2010-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Action,0,126,NULL
Gravity,2012,144130100,110000000,274092705,442300000,2012-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,91,NULL
"The Smurfs 2",2013,165790100,110000000,71017784,277529739,2013-01-01,"Kids Fiction","Based on Comic/Graphic Novel","Animation/Live Action",Adventure,1,104,NULL
"Gulliver's Travels",2010,106790100,112000000,42779261,189238587,2010-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Comedy,0,87,NULL
"The Huntsman: Winter’s War",2016,199940100,115000000,36357150,97789515,2016-01-01,Fantasy,"Based on Folk Tale/Legend/Fairytale","Live Action",Action,1,113,NULL
""Monsters",0,2001,490100,115000000,289423425,270334294,2001-01-01,"Kids Fiction","Original Screenplay","Digital Animation",0,0,NULL
Windtalkers,2002,13650100,115000000,40914068,36714197,2002-01-01,"Historical Fiction","Original Screenplay","Live Action",Action,0,134,NULL
"Star Wars Ep. III: Revenge of the Sith",2005,100100,115000000,380270577,468728300,2005-01-01,"Science Fiction","Original Screenplay","Animation/Live Action",Adventure,1,139,NULL
"The Wolverine",2013,151730100,115000000,132556852,283900000,2013-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,1,126,NULL
"Star Wars Ep. II: Attack of the Clones",2002,260100,115000000,302181125,346018875,2002-01-01,"Science Fiction","Original Screenplay","Animation/Live Action",Adventure,1,143,NULL
"Knight and Day",2010,128670100,117000000,76423035,182328335,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,0,109,NULL
"Speed Racer",2008,12600100,120000000,43945766,49448696,2008-01-01,"Science Fiction","Based on TV","Live Action",Action,0,135,NULL
Oblivion,2012,163130100,120000000,89107235,198809398,2012-01-01,"Science Fiction","Based on Comic/Graphic Novel","Live Action",Thriller/Suspense,0,125,NULL
"Life of Pi",2011,118330100,120000000,124987022,483000000,2011-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",Drama,0,125,NULL
"Fantastic Four",2015,185150100,120000000,56117548,111000000,2015-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,100,NULL
"The Island",2005,15850100,120000000,35818913,127200000,2005-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,136,NULL
"Ghost Rider",2007,3310100,120000000,115802596,113742993,2007-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,110,NULL
"Fantastic Four: Rise of the Silver Surfer",2007,2500100,120000000,131921738,156293581,2007-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,1,91,NULL
"How Do You Know?",2010,134570100,120000000,30212620,19415557,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",0,121,NULL
RoboCop,2013,119960100,120000000,58607007,184374792,2013-01-01,"Science Fiction",Remake,"Live Action",Action,0,116,NULL
Elysium,2012,140150100,120000000,93050117,193141974,2012-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,109,NULL
"Stuart Little 2",2002,7880100,120000000,64736114,101043194,2002-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Live Action",Comedy,1,77,NULL
"Charlie's Angels: Full Throttle",2003,4230100,120000000,100814328,126385672,2003-01-01,"Contemporary Fiction","Based on TV","Live Action",Action,1,106,NULL
"Harry Potter and the Deathly Hallows: Part II",2011,105420100,125000000,381011219,960500000,2011-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,131,NULL
X2,2003,810100,125000000,214949694,192761855,2003-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,1,135,NULL
Prometheus,2011,153460100,125000000,126477084,272528622,2011-01-01,"Science Fiction","Original Screenplay","Live Action",Adventure,0,124,NULL
"Harry Potter and the Deathly Hallows: Part I",2010,119340100,125000000,295001070,664300000,2010-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,146,NULL
"Clash of the Titans",2010,121810100,125000000,163214888,330000000,2010-01-01,Fantasy,Remake,"Live Action",Action,0,106,NULL
"The Hunger Games: Mockingjay - Part 1",2014,178290100,125000000,337135885,429516403,2014-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,1,123,NULL
"Sherlock Holmes: A Game of Shadows",2011,143850100,125000000,186848418,348815025,2011-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Action,1,129,NULL
"Total Recall",2012,143450100,125000000,58877969,152978119,2012-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Action,0,117,NULL
"The Da Vinci Code",2006,750100,125000000,217536138,550284321,2006-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,0,152,NULL
"Pirates of the Caribbean: The Curse of the Black Pearl",2003,300100,125000000,305411224,329542879,2003-01-01,Fantasy,"Based on Theme Park Ride","Live Action",Adventure,0,144,NULL
"The Bourne Legacy",2011,150610100,125000000,113203870,167152050,2011-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,1,135,NULL
"Teenage Mutant Ninja Turtles",2014,188040100,125000000,191204754,293800000,2014-01-01,"Super Hero","Based on Comic/Graphic Novel","Animation/Live Action",Adventure,0,101,NULL
"Fast Five",2011,139600100,125000000,209837675,420132129,2011-01-01,"Contemporary Fiction","Based on Factual Book/Article","Live Action",Action,1,130,NULL
"The Day After Tomorrow",2004,1070100,125000000,186740799,369578651,2004-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,0,123,NULL
"Harry Potter and the Sorcerer’s Stone",2001,230100,125000000,317575550,657179821,2001-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,0,152,NULL
"Night at the Museum: Secret of the Tomb",2014,187390100,127000000,113746621,242800000,2014-01-01,Fantasy,"Original Screenplay","Live Action",Adventure,1,97,NULL
""The Twilight Saga: Breaking Dawn",0,2011,139980100,127500000,281287133,408132918,2011-01-01,Fantasy,"Based on Fiction Book/Short Story","Live Action",0,1,NULL
Home,2014,180270100,130000000,177397510,208688443,2014-01-01,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation",Adventure,0,94,NULL
"Kung Fu Panda",2008,790100,130000000,215434591,416475940,2008-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,91,NULL
Ant-Man,2015,133110100,130000000,180202163,338400000,2015-01-01,"Super Hero","Based on Comic/Graphic Novel","Live Action",Action,0,117,NULL
"Harry Potter and the Prisoner of Azkaban",2004,530100,130000000,249538952,547149597,2004-01-01,Fantasy,"Based on Fiction Book/Short Story","Animation/Live Action",Adventure,1,141,NULL
"The Hunger Games: Catching Fire",2013,165350100,130000000,424668047,440200000,2013-01-01,"Science Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,1,146,NULL
Australia,2008,11190100,130000000,49554002,165526808,2008-01-01,"Historical Fiction","Original Screenplay","Live Action",Drama,0,165,NULL
"The Adventures of Tintin",2011,133010100,130000000,77591831,296402120,2011-01-01,"Contemporary Fiction","Based on Comic/Graphic Novel","Digital Animation",Adventure,0,104,NULL
"After Earth",2012,167400100,130000000,60522097,190977568,2012-01-01,"Science Fiction","Original Screenplay","Live Action",Action,0,99,NULL
"The Bourne Ultimatum",2007,680100,130000000,227471070,214690492,2007-01-01,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action",Thriller/Suspense,1,113,NULL
Megamind,2010,148150100,130000000,148415853,173471355,2010-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,95,NULL
R.I.P.D.,2011,148440100,130000000,33618855,45453609,2011-01-01,"Science Fiction","Based on Comic/Graphic Novel","Live Action",Action,0,98,NULL
"Puss in Boots",2011,114060100,130000000,149260504,405726973,2011-01-01,"Kids Fiction",Spin-Off,"Digital Animation",Adventure,0,90,NULL
"Bad Boys II",2003,2240100,130000000,138540870,134731112,2003-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Action,1,140,NULL
Salt,2010,109080100,130000000,118311368,172339126,2010-01-01,"Contemporary Fiction","Original Screenplay","Live Action",Thriller/Suspense,0,100,NULL
Noah,2014,175350100,130000000,101200044,251631021,2014-01-01,"Historical Fiction","Based on Religious Text","Live Action",Drama,0,137,NULL
"Rio 2",2014,188030100,130000000,131538435,362200000,2014-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,1,101,NULL
"Penguins of Madagascar",2014,181330100,132000000,83350911,284300000,2014-01-01,"Kids Fiction",Spin-Off,"Digital Animation",Comedy,0,92,NULL
"War of the Worlds",2005,630100,132000000,234280354,372556181,2005-01-01,"Science Fiction",Remake,"Animation/Live Action",Action,0,116,NULL
Turbo,2013,158560100,135000000,83028130,203868448,2013-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,96,NULL
"The Croods",2012,128830100,135000000,187168425,385900000,2012-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,98,NULL
"Happy Feet Two",2011,129160100,135000000,64006466,93950000,2011-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,1,99,NULL
"The Revenant",2015,210820100,135000000,183558360,342800000,2015-01-01,Dramatization,"Based on Fiction Book/Short Story","Live Action",Adventure,0,156,NULL
"Master and Commander: The Far Side of the World",2003,4610100,135000000,93926386,118985751,2003-01-01,"Historical Fiction","Based on Fiction Book/Short Story","Live Action",Adventure,0,139,NULL
Rango,2011,125350100,135000000,123257581,122246993,2011-01-01,"Kids Fiction","Original Screenplay","Digital Animation",Adventure,0,107,NULL
